Fit_Index,sim_model,k_split,separation,N,de,model,Class_2,Class_3,Class_4,Class_5,Class_6,Total,p,m
AWE,p3m3,uneven,ideal,5000,1.5,complex,0,0,0,100,0,456,p3,m3
AWE,p3m3,uneven,ideal,5000,0.9,complex,0,0,0,100,0,459,p3,m3
AWE,p3m3,uneven,ideal,5000,0.405,complex,0,0,0,100,0,461,p3,m3
BIC,p3m3,even,ideal,200,1.5,complex,0,0,8,91,0,231,p3,m3
BIC,p3m3,even,ideal,200,0.9,complex,0,0,4,96,0,200,p3,m3
BIC,p3m3,even,ideal,200,0.405,complex,0,0,3,97,0,211,p3,m3
BIC,p3m3,even,ideal,500,1.5,complex,0,0,0,100,0,356,p3,m3
BIC,p3m3,even,ideal,500,0.9,complex,0,0,0,100,0,337,p3,m3
BIC,p3m3,even,ideal,500,0.405,complex,0,0,0,100,0,349,p3,m3
BIC,p3m3,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p3,m3
BIC,p3m3,even,ideal,1000,0.9,complex,0,0,0,100,0,386,p3,m3
BIC,p3m3,even,ideal,1000,0.405,complex,0,0,0,100,0,381,p3,m3
BIC,p3m3,even,ideal,5000,1.5,complex,0,0,0,100,0,458,p3,m3
BIC,p3m3,even,ideal,5000,0.9,complex,0,0,0,100,0,457,p3,m3
BIC,p3m3,even,ideal,5000,0.405,complex,0,0,0,100,0,449,p3,m3
BIC,p3m3,uneven,ideal,200,1.5,complex,0,1,25,73,0,259,p3,m3
BIC,p3m3,uneven,ideal,200,0.9,complex,0,0,22,78,0,219,p3,m3
BIC,p3m3,uneven,ideal,200,0.405,complex,0,0,17,83,0,264,p3,m3
BIC,p3m3,uneven,ideal,500,1.5,complex,0,0,0,100,0,357,p3,m3
BIC,p3m3,uneven,ideal,500,0.9,complex,0,0,0,100,0,344,p3,m3
BIC,p3m3,uneven,ideal,500,0.405,complex,0,0,0,100,0,359,p3,m3
BIC,p3m3,uneven,ideal,1000,1.5,complex,0,0,0,100,0,398,p3,m3
BIC,p3m3,uneven,ideal,1000,0.9,complex,0,0,0,100,0,407,p3,m3
BIC,p3m3,uneven,ideal,1000,0.405,complex,0,0,0,100,0,401,p3,m3
BIC,p3m3,uneven,ideal,5000,1.5,complex,0,0,0,100,0,456,p3,m3
BIC,p3m3,uneven,ideal,5000,0.9,complex,0,0,0,100,0,459,p3,m3
BIC,p3m3,uneven,ideal,5000,0.405,complex,0,0,0,100,0,461,p3,m3
CAIC,p3m3,even,ideal,200,1.5,complex,0,0,24,75,0,231,p3,m3
CAIC,p3m3,even,ideal,200,0.9,complex,0,0,16,84,0,200,p3,m3
CAIC,p3m3,even,ideal,200,0.405,complex,0,0,14,86,0,211,p3,m3
CAIC,p3m3,even,ideal,500,1.5,complex,0,0,0,100,0,356,p3,m3
CAIC,p3m3,even,ideal,500,0.9,complex,0,0,0,100,0,337,p3,m3
CAIC,p3m3,even,ideal,500,0.405,complex,0,0,0,100,0,349,p3,m3
CAIC,p3m3,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p3,m3
CAIC,p3m3,even,ideal,1000,0.9,complex,0,0,0,100,0,386,p3,m3
CAIC,p3m3,even,ideal,1000,0.405,complex,0,0,0,100,0,381,p3,m3
CAIC,p3m3,even,ideal,5000,1.5,complex,0,0,0,100,0,458,p3,m3
CAIC,p3m3,even,ideal,5000,0.9,complex,0,0,0,100,0,457,p3,m3
CAIC,p3m3,even,ideal,5000,0.405,complex,0,0,0,100,0,449,p3,m3
CAIC,p3m3,uneven,ideal,200,1.5,complex,0,5,52,44,0,259,p3,m3
CAIC,p3m3,uneven,ideal,200,0.9,complex,0,5,43,52,0,219,p3,m3
CAIC,p3m3,uneven,ideal,200,0.405,complex,0,3,43,54,0,264,p3,m3
CAIC,p3m3,uneven,ideal,500,1.5,complex,0,0,0,100,0,357,p3,m3
CAIC,p3m3,uneven,ideal,500,0.9,complex,0,0,0,100,0,344,p3,m3
CAIC,p3m3,uneven,ideal,500,0.405,complex,0,0,0,100,0,359,p3,m3
CAIC,p3m3,uneven,ideal,1000,1.5,complex,0,0,0,100,0,398,p3,m3
CAIC,p3m3,uneven,ideal,1000,0.9,complex,0,0,0,100,0,407,p3,m3
CAIC,p3m3,uneven,ideal,1000,0.405,complex,0,0,0,100,0,401,p3,m3
CAIC,p3m3,uneven,ideal,5000,1.5,complex,0,0,0,100,0,456,p3,m3
CAIC,p3m3,uneven,ideal,5000,0.9,complex,0,0,0,100,0,459,p3,m3
CAIC,p3m3,uneven,ideal,5000,0.405,complex,0,0,0,100,0,461,p3,m3
VLMR,p3m3,even,ideal,200,1.5,complex,0,0,0,88,12,231,p3,m3
VLMR,p3m3,even,ideal,200,0.9,complex,0,0,0,88,12,200,p3,m3
VLMR,p3m3,even,ideal,200,0.405,complex,0,0,0,88,12,211,p3,m3
VLMR,p3m3,even,ideal,500,1.5,complex,0,0,0,93,7,356,p3,m3
VLMR,p3m3,even,ideal,500,0.9,complex,0,0,0,91,9,337,p3,m3
VLMR,p3m3,even,ideal,500,0.405,complex,0,0,0,91,9,349,p3,m3
VLMR,p3m3,even,ideal,1000,1.5,complex,2,1,0,89,9,394,p3,m3
VLMR,p3m3,even,ideal,1000,0.9,complex,0,0,0,89,11,386,p3,m3
VLMR,p3m3,even,ideal,1000,0.405,complex,1,0,0,86,13,381,p3,m3
VLMR,p3m3,even,ideal,5000,1.5,complex,0,0,0,93,7,458,p3,m3
VLMR,p3m3,even,ideal,5000,0.9,complex,0,0,0,91,9,457,p3,m3
VLMR,p3m3,even,ideal,5000,0.405,complex,0,0,0,91,9,449,p3,m3
VLMR,p3m3,uneven,ideal,200,1.5,complex,0,0,0,89,11,259,p3,m3
VLMR,p3m3,uneven,ideal,200,0.9,complex,0,0,0,88,12,219,p3,m3
VLMR,p3m3,uneven,ideal,200,0.405,complex,12,0,17,63,8,264,p3,m3
VLMR,p3m3,uneven,ideal,500,1.5,complex,0,0,0,92,8,357,p3,m3
VLMR,p3m3,uneven,ideal,500,0.9,complex,0,0,0,90,10,344,p3,m3
VLMR,p3m3,uneven,ideal,500,0.405,complex,0,0,0,91,9,359,p3,m3
VLMR,p3m3,uneven,ideal,1000,1.5,complex,5,0,0,86,9,398,p3,m3
VLMR,p3m3,uneven,ideal,1000,0.9,complex,1,0,0,87,11,407,p3,m3
VLMR,p3m3,uneven,ideal,1000,0.405,complex,2,0,0,90,8,401,p3,m3
VLMR,p3m3,uneven,ideal,5000,1.5,complex,2,0,0,90,8,456,p3,m3
VLMR,p3m3,uneven,ideal,5000,0.9,complex,0,0,0,89,11,459,p3,m3
VLMR,p3m3,uneven,ideal,5000,0.405,complex,0,0,0,91,9,461,p3,m3
aBIC,p3m3,even,ideal,200,1.5,complex,0,0,0,40,60,231,p3,m3
aBIC,p3m3,even,ideal,200,0.9,complex,0,0,0,43,57,200,p3,m3
aBIC,p3m3,even,ideal,200,0.405,complex,0,0,0,42,58,211,p3,m3
aBIC,p3m3,even,ideal,500,1.5,complex,0,0,0,99,1,356,p3,m3
aBIC,p3m3,even,ideal,500,0.9,complex,0,0,0,98,2,337,p3,m3
aBIC,p3m3,even,ideal,500,0.405,complex,0,0,0,98,2,349,p3,m3
aBIC,p3m3,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p3,m3
aBIC,p3m3,even,ideal,1000,0.9,complex,0,0,0,100,0,386,p3,m3
aBIC,p3m3,even,ideal,1000,0.405,complex,0,0,0,100,0,381,p3,m3
aBIC,p3m3,even,ideal,5000,1.5,complex,0,0,0,100,0,458,p3,m3
aBIC,p3m3,even,ideal,5000,0.9,complex,0,0,0,100,0,457,p3,m3
aBIC,p3m3,even,ideal,5000,0.405,complex,0,0,0,100,0,449,p3,m3
aBIC,p3m3,uneven,ideal,200,1.5,complex,0,0,0,40,60,259,p3,m3
aBIC,p3m3,uneven,ideal,200,0.9,complex,0,0,0,43,57,219,p3,m3
aBIC,p3m3,uneven,ideal,200,0.405,complex,0,0,0,45,55,264,p3,m3
aBIC,p3m3,uneven,ideal,500,1.5,complex,0,0,0,99,1,357,p3,m3
aBIC,p3m3,uneven,ideal,500,0.9,complex,0,0,0,98,2,344,p3,m3
aBIC,p3m3,uneven,ideal,500,0.405,complex,0,0,0,98,2,359,p3,m3
aBIC,p3m3,uneven,ideal,1000,1.5,complex,0,0,0,100,0,398,p3,m3
aBIC,p3m3,uneven,ideal,1000,0.9,complex,0,0,0,100,0,407,p3,m3
aBIC,p3m3,uneven,ideal,1000,0.405,complex,0,0,0,100,0,401,p3,m3
aBIC,p3m3,uneven,ideal,5000,1.5,complex,0,0,0,100,0,456,p3,m3
aBIC,p3m3,uneven,ideal,5000,0.9,complex,0,0,0,100,0,459,p3,m3
aBIC,p3m3,uneven,ideal,5000,0.405,complex,0,0,0,100,0,461,p3,m3
cmPk,p3m3,even,ideal,200,1.5,complex,0,0,8,91,0,231,p3,m3
cmPk,p3m3,even,ideal,200,0.9,complex,0,0,4,96,0,200,p3,m3
cmPk,p3m3,even,ideal,200,0.405,complex,0,0,3,97,0,211,p3,m3
cmPk,p3m3,even,ideal,500,1.5,complex,0,0,0,100,0,356,p3,m3
cmPk,p3m3,even,ideal,500,0.9,complex,0,0,0,100,0,337,p3,m3
cmPk,p3m3,even,ideal,500,0.405,complex,0,0,0,100,0,349,p3,m3
cmPk,p3m3,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p3,m3
cmPk,p3m3,even,ideal,1000,0.9,complex,0,0,0,100,0,386,p3,m3
cmPk,p3m3,even,ideal,1000,0.405,complex,0,0,0,100,0,381,p3,m3
cmPk,p3m3,even,ideal,5000,1.5,complex,0,0,0,100,0,458,p3,m3
cmPk,p3m3,even,ideal,5000,0.9,complex,0,0,0,100,0,457,p3,m3
cmPk,p3m3,even,ideal,5000,0.405,complex,0,0,0,100,0,449,p3,m3
cmPk,p3m3,uneven,ideal,200,1.5,complex,0,1,25,73,0,259,p3,m3
cmPk,p3m3,uneven,ideal,200,0.9,complex,0,0,22,78,0,219,p3,m3
cmPk,p3m3,uneven,ideal,200,0.405,complex,0,0,17,83,0,264,p3,m3
cmPk,p3m3,uneven,ideal,500,1.5,complex,0,0,0,100,0,357,p3,m3
cmPk,p3m3,uneven,ideal,500,0.9,complex,0,0,0,100,0,344,p3,m3
cmPk,p3m3,uneven,ideal,500,0.405,complex,0,0,0,100,0,359,p3,m3
cmPk,p3m3,uneven,ideal,1000,1.5,complex,0,0,0,100,0,398,p3,m3
cmPk,p3m3,uneven,ideal,1000,0.9,complex,0,0,0,100,0,407,p3,m3
cmPk,p3m3,uneven,ideal,1000,0.405,complex,0,0,0,100,0,401,p3,m3
cmPk,p3m3,uneven,ideal,5000,1.5,complex,0,0,0,100,0,456,p3,m3
cmPk,p3m3,uneven,ideal,5000,0.9,complex,0,0,0,100,0,459,p3,m3
cmPk,p3m3,uneven,ideal,5000,0.405,complex,0,0,0,100,0,461,p3,m3
AWE,p4m1,even,ideal,200,1.5,complex,92,8,0,0,0,319,p4,m1
AWE,p4m1,even,ideal,200,0.9,complex,62,38,0,0,0,320,p4,m1
AWE,p4m1,even,ideal,200,0.405,complex,29,67,4,0,0,314,p4,m1
AWE,p4m1,even,ideal,500,1.5,complex,0,7,90,3,0,390,p4,m1
AWE,p4m1,even,ideal,500,0.9,complex,0,0,66,34,0,393,p4,m1
AWE,p4m1,even,ideal,500,0.405,complex,0,0,43,57,0,383,p4,m1
AWE,p4m1,even,ideal,1000,1.5,complex,0,0,2,98,0,394,p4,m1
AWE,p4m1,even,ideal,1000,0.9,complex,0,0,0,100,0,436,p4,m1
AWE,p4m1,even,ideal,1000,0.405,complex,0,0,0,100,0,422,p4,m1
AWE,p4m1,even,ideal,5000,1.5,complex,0,0,0,100,0,467,p4,m1
AWE,p4m1,even,ideal,5000,0.9,complex,0,0,0,100,0,480,p4,m1
AWE,p4m1,even,ideal,5000,0.405,complex,0,0,0,100,0,453,p4,m1
AWE,p4m1,uneven,ideal,200,1.5,complex,97,3,0,0,0,287,p4,m1
AWE,p4m1,uneven,ideal,200,0.9,complex,74,26,0,0,0,294,p4,m1
AWE,p4m1,uneven,ideal,200,0.405,complex,34,66,0,0,0,262,p4,m1
AWE,p4m1,uneven,ideal,500,1.5,complex,0,28,72,1,0,369,p4,m1
AWE,p4m1,uneven,ideal,500,0.9,complex,0,4,94,2,0,393,p4,m1
AWE,p4m1,uneven,ideal,500,0.405,complex,0,1,94,5,0,389,p4,m1
AWE,p4m1,uneven,ideal,1000,1.5,complex,0,0,10,90,0,415,p4,m1
AWE,p4m1,uneven,ideal,1000,0.9,complex,0,0,3,97,0,435,p4,m1
AWE,p4m1,uneven,ideal,1000,0.405,complex,0,0,1,99,0,430,p4,m1
AWE,p4m1,uneven,ideal,5000,1.5,complex,0,0,0,100,0,488,p4,m1
AWE,p4m1,uneven,ideal,5000,0.9,complex,0,0,0,100,0,460,p4,m1
AWE,p4m1,uneven,ideal,5000,0.405,complex,0,0,0,100,0,458,p4,m1
BIC,p4m1,even,ideal,200,1.5,complex,0,1,52,47,0,319,p4,m1
BIC,p4m1,even,ideal,200,0.9,complex,0,0,22,78,0,320,p4,m1
BIC,p4m1,even,ideal,200,0.405,complex,0,0,13,87,0,314,p4,m1
BIC,p4m1,even,ideal,500,1.5,complex,0,0,0,100,0,390,p4,m1
BIC,p4m1,even,ideal,500,0.9,complex,0,0,0,100,0,393,p4,m1
BIC,p4m1,even,ideal,500,0.405,complex,0,0,0,100,0,383,p4,m1
BIC,p4m1,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p4,m1
BIC,p4m1,even,ideal,1000,0.9,complex,0,0,0,100,0,436,p4,m1
BIC,p4m1,even,ideal,1000,0.405,complex,0,0,0,100,0,422,p4,m1
BIC,p4m1,even,ideal,5000,1.5,complex,0,0,0,51,49,467,p4,m1
BIC,p4m1,even,ideal,5000,0.9,complex,0,0,0,100,0,480,p4,m1
BIC,p4m1,even,ideal,5000,0.405,complex,0,0,0,100,0,453,p4,m1
BIC,p4m1,uneven,ideal,200,1.5,complex,0,8,64,28,0,287,p4,m1
BIC,p4m1,uneven,ideal,200,0.9,complex,0,2,55,44,0,294,p4,m1
BIC,p4m1,uneven,ideal,200,0.405,complex,0,0,49,50,0,262,p4,m1
BIC,p4m1,uneven,ideal,500,1.5,complex,0,0,1,99,0,369,p4,m1
BIC,p4m1,uneven,ideal,500,0.9,complex,0,0,0,100,0,393,p4,m1
BIC,p4m1,uneven,ideal,500,0.405,complex,0,0,0,100,0,389,p4,m1
BIC,p4m1,uneven,ideal,1000,1.5,complex,0,0,0,100,0,415,p4,m1
BIC,p4m1,uneven,ideal,1000,0.9,complex,0,0,0,100,0,435,p4,m1
BIC,p4m1,uneven,ideal,1000,0.405,complex,0,0,0,100,0,430,p4,m1
BIC,p4m1,uneven,ideal,5000,1.5,complex,0,0,0,26,74,488,p4,m1
BIC,p4m1,uneven,ideal,5000,0.9,complex,0,0,0,100,0,460,p4,m1
BIC,p4m1,uneven,ideal,5000,0.405,complex,0,0,0,100,0,458,p4,m1
CAIC,p4m1,even,ideal,200,1.5,complex,0,11,71,18,0,319,p4,m1
CAIC,p4m1,even,ideal,200,0.9,complex,0,1,49,51,0,320,p4,m1
CAIC,p4m1,even,ideal,200,0.405,complex,0,0,37,63,0,314,p4,m1
CAIC,p4m1,even,ideal,500,1.5,complex,0,0,2,98,0,390,p4,m1
CAIC,p4m1,even,ideal,500,0.9,complex,0,0,0,100,0,393,p4,m1
CAIC,p4m1,even,ideal,500,0.405,complex,0,0,0,100,0,383,p4,m1
CAIC,p4m1,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p4,m1
CAIC,p4m1,even,ideal,1000,0.9,complex,0,0,0,100,0,436,p4,m1
CAIC,p4m1,even,ideal,1000,0.405,complex,0,0,0,100,0,422,p4,m1
CAIC,p4m1,even,ideal,5000,1.5,complex,0,0,0,75,25,467,p4,m1
CAIC,p4m1,even,ideal,5000,0.9,complex,0,0,0,100,0,480,p4,m1
CAIC,p4m1,even,ideal,5000,0.405,complex,0,0,0,100,0,453,p4,m1
CAIC,p4m1,uneven,ideal,200,1.5,complex,0,31,63,6,0,287,p4,m1
CAIC,p4m1,uneven,ideal,200,0.9,complex,0,10,70,20,0,294,p4,m1
CAIC,p4m1,uneven,ideal,200,0.405,complex,0,2,75,23,0,262,p4,m1
CAIC,p4m1,uneven,ideal,500,1.5,complex,0,0,3,97,0,369,p4,m1
CAIC,p4m1,uneven,ideal,500,0.9,complex,0,0,2,98,0,393,p4,m1
CAIC,p4m1,uneven,ideal,500,0.405,complex,0,0,1,99,0,389,p4,m1
CAIC,p4m1,uneven,ideal,1000,1.5,complex,0,0,0,100,0,415,p4,m1
CAIC,p4m1,uneven,ideal,1000,0.9,complex,0,0,0,100,0,435,p4,m1
CAIC,p4m1,uneven,ideal,1000,0.405,complex,0,0,0,100,0,430,p4,m1
CAIC,p4m1,uneven,ideal,5000,1.5,complex,0,0,0,52,48,488,p4,m1
CAIC,p4m1,uneven,ideal,5000,0.9,complex,0,0,0,100,0,460,p4,m1
CAIC,p4m1,uneven,ideal,5000,0.405,complex,0,0,0,100,0,458,p4,m1
VLMR,p4m1,even,ideal,200,1.5,complex,7,12,33,35,13,319,p4,m1
VLMR,p4m1,even,ideal,200,0.9,complex,9,4,19,47,21,320,p4,m1
VLMR,p4m1,even,ideal,200,0.405,complex,9,5,15,49,22,314,p4,m1
VLMR,p4m1,even,ideal,500,1.5,complex,1,1,3,70,26,390,p4,m1
VLMR,p4m1,even,ideal,500,0.9,complex,2,0,0,75,23,393,p4,m1
VLMR,p4m1,even,ideal,500,0.405,complex,0,0,0,73,26,383,p4,m1
VLMR,p4m1,even,ideal,1000,1.5,complex,0,0,0,63,37,394,p4,m1
VLMR,p4m1,even,ideal,1000,0.9,complex,0,0,0,76,24,436,p4,m1
VLMR,p4m1,even,ideal,1000,0.405,complex,0,0,0,76,24,422,p4,m1
VLMR,p4m1,even,ideal,5000,1.5,complex,0,0,0,14,86,467,p4,m1
VLMR,p4m1,even,ideal,5000,0.9,complex,0,0,0,64,36,480,p4,m1
VLMR,p4m1,even,ideal,5000,0.405,complex,0,0,0,84,16,453,p4,m1
VLMR,p4m1,uneven,ideal,200,1.5,complex,18,18,31,25,7,287,p4,m1
VLMR,p4m1,uneven,ideal,200,0.9,complex,12,11,26,38,14,294,p4,m1
VLMR,p4m1,uneven,ideal,200,0.405,complex,10,6,25,40,19,262,p4,m1
VLMR,p4m1,uneven,ideal,500,1.5,complex,5,1,5,60,30,369,p4,m1
VLMR,p4m1,uneven,ideal,500,0.9,complex,5,1,2,72,21,393,p4,m1
VLMR,p4m1,uneven,ideal,500,0.405,complex,3,0,1,74,22,389,p4,m1
VLMR,p4m1,uneven,ideal,1000,1.5,complex,0,0,0,52,48,415,p4,m1
VLMR,p4m1,uneven,ideal,1000,0.9,complex,0,0,0,80,20,435,p4,m1
VLMR,p4m1,uneven,ideal,1000,0.405,complex,1,0,0,72,27,430,p4,m1
VLMR,p4m1,uneven,ideal,5000,1.5,complex,0,0,0,10,90,488,p4,m1
VLMR,p4m1,uneven,ideal,5000,0.9,complex,0,0,0,66,34,460,p4,m1
VLMR,p4m1,uneven,ideal,5000,0.405,complex,0,0,0,82,18,458,p4,m1
aBIC,p4m1,even,ideal,200,1.5,complex,0,0,0,54,46,319,p4,m1
aBIC,p4m1,even,ideal,200,0.9,complex,0,0,0,72,28,320,p4,m1
aBIC,p4m1,even,ideal,200,0.405,complex,0,0,0,73,27,314,p4,m1
aBIC,p4m1,even,ideal,500,1.5,complex,0,0,0,84,16,390,p4,m1
aBIC,p4m1,even,ideal,500,0.9,complex,0,0,0,99,1,393,p4,m1
aBIC,p4m1,even,ideal,500,0.405,complex,0,0,0,99,1,383,p4,m1
aBIC,p4m1,even,ideal,1000,1.5,complex,0,0,0,82,18,394,p4,m1
aBIC,p4m1,even,ideal,1000,0.9,complex,0,0,0,99,1,436,p4,m1
aBIC,p4m1,even,ideal,1000,0.405,complex,0,0,0,100,0,422,p4,m1
aBIC,p4m1,even,ideal,5000,1.5,complex,0,0,0,0,100,467,p4,m1
aBIC,p4m1,even,ideal,5000,0.9,complex,0,0,0,100,0,480,p4,m1
aBIC,p4m1,even,ideal,5000,0.405,complex,0,0,0,100,0,453,p4,m1
aBIC,p4m1,uneven,ideal,200,1.5,complex,0,0,0,55,45,287,p4,m1
aBIC,p4m1,uneven,ideal,200,0.9,complex,0,0,0,75,25,294,p4,m1
aBIC,p4m1,uneven,ideal,200,0.405,complex,0,0,0,74,26,262,p4,m1
aBIC,p4m1,uneven,ideal,500,1.5,complex,0,0,0,83,17,369,p4,m1
aBIC,p4m1,uneven,ideal,500,0.9,complex,0,0,0,98,2,393,p4,m1
aBIC,p4m1,uneven,ideal,500,0.405,complex,0,0,0,98,2,389,p4,m1
aBIC,p4m1,uneven,ideal,1000,1.5,complex,0,0,0,76,24,415,p4,m1
aBIC,p4m1,uneven,ideal,1000,0.9,complex,0,0,0,100,0,435,p4,m1
aBIC,p4m1,uneven,ideal,1000,0.405,complex,0,0,0,100,0,430,p4,m1
aBIC,p4m1,uneven,ideal,5000,1.5,complex,0,0,0,0,100,488,p4,m1
aBIC,p4m1,uneven,ideal,5000,0.9,complex,0,0,0,100,0,460,p4,m1
aBIC,p4m1,uneven,ideal,5000,0.405,complex,0,0,0,100,0,458,p4,m1
cmPk,p4m1,even,ideal,200,1.5,complex,0,1,52,47,0,319,p4,m1
cmPk,p4m1,even,ideal,200,0.9,complex,0,0,22,78,0,320,p4,m1
cmPk,p4m1,even,ideal,200,0.405,complex,0,0,13,87,0,314,p4,m1
cmPk,p4m1,even,ideal,500,1.5,complex,0,0,0,100,0,390,p4,m1
cmPk,p4m1,even,ideal,500,0.9,complex,0,0,0,100,0,393,p4,m1
cmPk,p4m1,even,ideal,500,0.405,complex,0,0,0,100,0,383,p4,m1
cmPk,p4m1,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p4,m1
cmPk,p4m1,even,ideal,1000,0.9,complex,0,0,0,100,0,436,p4,m1
cmPk,p4m1,even,ideal,1000,0.405,complex,0,0,0,100,0,422,p4,m1
cmPk,p4m1,even,ideal,5000,1.5,complex,0,0,0,51,49,467,p4,m1
cmPk,p4m1,even,ideal,5000,0.9,complex,0,0,0,100,0,480,p4,m1
cmPk,p4m1,even,ideal,5000,0.405,complex,0,0,0,100,0,453,p4,m1
cmPk,p4m1,uneven,ideal,200,1.5,complex,0,8,64,28,0,287,p4,m1
cmPk,p4m1,uneven,ideal,200,0.9,complex,0,2,55,44,0,294,p4,m1
cmPk,p4m1,uneven,ideal,200,0.405,complex,0,0,49,50,0,262,p4,m1
cmPk,p4m1,uneven,ideal,500,1.5,complex,0,0,1,99,0,369,p4,m1
cmPk,p4m1,uneven,ideal,500,0.9,complex,0,0,0,100,0,393,p4,m1
cmPk,p4m1,uneven,ideal,500,0.405,complex,0,0,0,100,0,389,p4,m1
cmPk,p4m1,uneven,ideal,1000,1.5,complex,0,0,0,100,0,415,p4,m1
cmPk,p4m1,uneven,ideal,1000,0.9,complex,0,0,0,100,0,435,p4,m1
cmPk,p4m1,uneven,ideal,1000,0.405,complex,0,0,0,100,0,430,p4,m1
cmPk,p4m1,uneven,ideal,5000,1.5,complex,0,0,0,26,74,488,p4,m1
cmPk,p4m1,uneven,ideal,5000,0.9,complex,0,0,0,100,0,460,p4,m1
cmPk,p4m1,uneven,ideal,5000,0.405,complex,0,0,0,100,0,458,p4,m1
AWE,p4m2,even,ideal,200,1.5,complex,83,17,0,0,0,331,p4,m2
AWE,p4m2,even,ideal,200,0.9,complex,57,43,0,0,0,289,p4,m2
AWE,p4m2,even,ideal,200,0.405,complex,35,64,0,0,0,222,p4,m2
AWE,p4m2,even,ideal,500,1.5,complex,0,19,80,0,0,422,p4,m2
AWE,p4m2,even,ideal,500,0.9,complex,0,1,71,28,0,405,p4,m2
AWE,p4m2,even,ideal,500,0.405,complex,0,0,24,76,0,341,p4,m2
AWE,p4m2,even,ideal,1000,1.5,complex,0,0,7,93,0,475,p4,m2
AWE,p4m2,even,ideal,1000,0.9,complex,0,0,0,100,0,431,p4,m2
AWE,p4m2,even,ideal,1000,0.405,complex,0,0,0,100,0,399,p4,m2
AWE,p4m2,even,ideal,5000,1.5,complex,0,0,0,0,100,499,p4,m2
AWE,p4m2,even,ideal,5000,0.9,complex,0,0,0,100,0,498,p4,m2
AWE,p4m2,even,ideal,5000,0.405,complex,0,0,0,100,0,492,p4,m2
AWE,p4m2,uneven,ideal,200,1.5,complex,98,2,0,0,0,296,p4,m2
AWE,p4m2,uneven,ideal,200,0.9,complex,89,11,0,0,0,266,p4,m2
AWE,p4m2,uneven,ideal,200,0.405,complex,58,42,0,0,0,230,p4,m2
AWE,p4m2,uneven,ideal,500,1.5,complex,0,36,63,1,0,384,p4,m2
AWE,p4m2,uneven,ideal,500,0.9,complex,0,6,83,11,0,385,p4,m2
AWE,p4m2,uneven,ideal,500,0.405,complex,0,1,63,36,0,338,p4,m2
AWE,p4m2,uneven,ideal,1000,1.5,complex,0,0,12,88,0,471,p4,m2
AWE,p4m2,uneven,ideal,1000,0.9,complex,0,0,0,100,0,439,p4,m2
AWE,p4m2,uneven,ideal,1000,0.405,complex,0,0,0,100,0,391,p4,m2
AWE,p4m2,uneven,ideal,5000,1.5,complex,0,0,0,0,100,500,p4,m2
AWE,p4m2,uneven,ideal,5000,0.9,complex,0,0,0,96,4,495,p4,m2
AWE,p4m2,uneven,ideal,5000,0.405,complex,0,0,0,100,0,486,p4,m2
BIC,p4m2,even,ideal,200,1.5,complex,0,2,59,38,0,331,p4,m2
BIC,p4m2,even,ideal,200,0.9,complex,0,0,20,79,0,289,p4,m2
BIC,p4m2,even,ideal,200,0.405,complex,0,0,7,93,0,222,p4,m2
BIC,p4m2,even,ideal,500,1.5,complex,0,0,0,82,18,422,p4,m2
BIC,p4m2,even,ideal,500,0.9,complex,0,0,0,100,0,405,p4,m2
BIC,p4m2,even,ideal,500,0.405,complex,0,0,0,100,0,341,p4,m2
BIC,p4m2,even,ideal,1000,1.5,complex,0,0,0,11,89,475,p4,m2
BIC,p4m2,even,ideal,1000,0.9,complex,0,0,0,100,0,431,p4,m2
BIC,p4m2,even,ideal,1000,0.405,complex,0,0,0,100,0,399,p4,m2
BIC,p4m2,even,ideal,5000,1.5,complex,0,0,0,0,100,499,p4,m2
BIC,p4m2,even,ideal,5000,0.9,complex,0,0,0,0,100,498,p4,m2
BIC,p4m2,even,ideal,5000,0.405,complex,0,0,0,100,0,492,p4,m2
BIC,p4m2,uneven,ideal,200,1.5,complex,0,7,63,30,0,296,p4,m2
BIC,p4m2,uneven,ideal,200,0.9,complex,0,2,35,64,0,266,p4,m2
BIC,p4m2,uneven,ideal,200,0.405,complex,0,0,21,79,0,230,p4,m2
BIC,p4m2,uneven,ideal,500,1.5,complex,0,0,0,76,24,384,p4,m2
BIC,p4m2,uneven,ideal,500,0.9,complex,0,0,0,100,0,385,p4,m2
BIC,p4m2,uneven,ideal,500,0.405,complex,0,0,0,100,0,338,p4,m2
BIC,p4m2,uneven,ideal,1000,1.5,complex,0,0,0,3,97,471,p4,m2
BIC,p4m2,uneven,ideal,1000,0.9,complex,0,0,0,99,1,439,p4,m2
BIC,p4m2,uneven,ideal,1000,0.405,complex,0,0,0,100,0,391,p4,m2
BIC,p4m2,uneven,ideal,5000,1.5,complex,0,0,0,0,100,500,p4,m2
BIC,p4m2,uneven,ideal,5000,0.9,complex,0,0,0,0,100,495,p4,m2
BIC,p4m2,uneven,ideal,5000,0.405,complex,0,0,0,100,0,486,p4,m2
CAIC,p4m2,even,ideal,200,1.5,complex,0,19,67,13,0,331,p4,m2
