Fit_Index,sim_model,k_split,separation,N,de,model,Class_2,Class_3,Class_4,Class_5,Class_6,Total,p,m
cmPk,p3m2,even,ideal,200,0.9,complex,0,0,9,91,0,223,p3,m2
cmPk,p3m2,even,ideal,200,0.405,complex,0,0,6,94,0,221,p3,m2
cmPk,p3m2,even,ideal,500,1.5,complex,0,0,0,100,0,337,p3,m2
cmPk,p3m2,even,ideal,500,0.9,complex,0,0,0,100,0,349,p3,m2
cmPk,p3m2,even,ideal,500,0.405,complex,0,0,0,100,0,351,p3,m2
cmPk,p3m2,even,ideal,1000,1.5,complex,0,0,0,96,4,449,p3,m2
cmPk,p3m2,even,ideal,1000,0.9,complex,0,0,0,100,0,407,p3,m2
cmPk,p3m2,even,ideal,1000,0.405,complex,0,0,0,100,0,395,p3,m2
cmPk,p3m2,even,ideal,5000,1.5,complex,0,0,0,0,100,496,p3,m2
cmPk,p3m2,even,ideal,5000,0.9,complex,0,0,0,81,19,494,p3,m2
cmPk,p3m2,even,ideal,5000,0.405,complex,0,0,0,100,0,480,p3,m2
cmPk,p3m2,uneven,ideal,200,1.5,complex,0,1,42,57,0,178,p3,m2
cmPk,p3m2,uneven,ideal,200,0.9,complex,0,0,30,70,0,215,p3,m2
cmPk,p3m2,uneven,ideal,200,0.405,complex,0,1,17,83,0,199,p3,m2
cmPk,p3m2,uneven,ideal,500,1.5,complex,0,0,0,98,2,336,p3,m2
cmPk,p3m2,uneven,ideal,500,0.9,complex,0,0,0,100,0,370,p3,m2
cmPk,p3m2,uneven,ideal,500,0.405,complex,0,0,0,100,0,344,p3,m2
cmPk,p3m2,uneven,ideal,1000,1.5,complex,0,0,0,62,38,451,p3,m2
cmPk,p3m2,uneven,ideal,1000,0.9,complex,0,0,0,100,0,438,p3,m2
cmPk,p3m2,uneven,ideal,1000,0.405,complex,0,0,0,100,0,398,p3,m2
cmPk,p3m2,uneven,ideal,5000,1.5,complex,0,0,0,0,100,492,p3,m2
cmPk,p3m2,uneven,ideal,5000,0.9,complex,0,0,0,7,93,499,p3,m2
cmPk,p3m2,uneven,ideal,5000,0.405,complex,0,0,0,100,0,486,p3,m2
AWE,p3m3,even,ideal,200,1.5,complex,43,57,0,0,0,231,p3,m3
AWE,p3m3,even,ideal,200,0.9,complex,32,67,0,0,0,200,p3,m3
AWE,p3m3,even,ideal,200,0.405,complex,28,72,0,0,0,211,p3,m3
AWE,p3m3,even,ideal,500,1.5,complex,0,0,20,80,0,356,p3,m3
AWE,p3m3,even,ideal,500,0.9,complex,0,0,11,89,0,337,p3,m3
AWE,p3m3,even,ideal,500,0.405,complex,0,0,9,91,0,349,p3,m3
AWE,p3m3,even,ideal,1000,1.5,complex,0,0,0,100,0,394,p3,m3
AWE,p3m3,even,ideal,1000,0.9,complex,0,0,0,100,0,386,p3,m3
AWE,p3m3,even,ideal,1000,0.405,complex,0,0,0,100,0,381,p3,m3
AWE,p3m3,even,ideal,5000,1.5,complex,0,0,0,100,0,458,p3,m3
AWE,p3m3,even,ideal,5000,0.9,complex,0,0,0,100,0,457,p3,m3
AWE,p3m3,even,ideal,5000,0.405,complex,0,0,0,100,0,449,p3,m3
AWE,p3m3,uneven,ideal,200,1.5,complex,66,34,0,0,0,259,p3,m3
AWE,p3m3,uneven,ideal,200,0.9,complex,51,49,0,0,0,219,p3,m3
AWE,p3m3,uneven,ideal,200,0.405,complex,38,62,0,0,0,264,p3,m3
AWE,p3m3,uneven,ideal,500,1.5,complex,0,3,67,30,0,357,p3,m3
AWE,p3m3,uneven,ideal,500,0.9,complex,0,1,60,38,0,344,p3,m3
AWE,p3m3,uneven,ideal,500,0.405,complex,0,1,58,41,0,359,p3,m3
AWE,p3m3,uneven,ideal,1000,1.5,complex,0,0,0,100,0,398,p3,m3
AWE,p3m3,uneven,ideal,1000,0.9,complex,0,0,0,100,0,407,p3,m3
AWE,p3m3,uneven,ideal,1000,0.405,complex,0,0,0,100,0,401,p3,m3
