Fit_Index,sim_model,k_split,separation,N,de,model,Class_2,Class_3,Class_4,Class_5,Class_6,Total,p,m
aBIC,p4m1,uneven,realistic,5000,1.5,complex,0,0,0,40,60,468,p4,m1
aBIC,p4m1,uneven,realistic,5000,0.9,complex,0,0,0,100,0,463,p4,m1
aBIC,p4m1,uneven,realistic,5000,0.405,complex,0,0,0,100,0,455,p4,m1
cmPk,p4m1,even,realistic,200,1.5,complex,0,15,40,45,0,232,p4,m1
cmPk,p4m1,even,realistic,200,0.9,complex,1,19,39,41,0,251,p4,m1
cmPk,p4m1,even,realistic,200,0.405,complex,1,23,41,36,0,266,p4,m1
cmPk,p4m1,even,realistic,500,1.5,complex,0,0,0,100,0,341,p4,m1
cmPk,p4m1,even,realistic,500,0.9,complex,0,0,0,100,0,354,p4,m1
cmPk,p4m1,even,realistic,500,0.405,complex,0,0,0,100,0,356,p4,m1
cmPk,p4m1,even,realistic,1000,1.5,complex,0,0,0,100,0,404,p4,m1
cmPk,p4m1,even,realistic,1000,0.9,complex,0,0,0,100,0,405,p4,m1
cmPk,p4m1,even,realistic,1000,0.405,complex,0,0,0,100,0,405,p4,m1
cmPk,p4m1,even,realistic,5000,1.5,complex,0,0,0,96,4,467,p4,m1
cmPk,p4m1,even,realistic,5000,0.9,complex,0,0,0,100,0,458,p4,m1
cmPk,p4m1,even,realistic,5000,0.405,complex,0,0,0,100,0,454,p4,m1
cmPk,p4m1,uneven,realistic,200,1.5,complex,4,22,58,15,0,269,p4,m1
cmPk,p4m1,uneven,realistic,200,0.9,complex,7,27,52,13,0,282,p4,m1
cmPk,p4m1,uneven,realistic,200,0.405,complex,7,39,41,13,0,275,p4,m1
cmPk,p4m1,uneven,realistic,500,1.5,complex,0,0,5,95,0,361,p4,m1
cmPk,p4m1,uneven,realistic,500,0.9,complex,0,0,4,96,0,369,p4,m1
cmPk,p4m1,uneven,realistic,500,0.405,complex,0,0,3,97,0,386,p4,m1
cmPk,p4m1,uneven,realistic,1000,1.5,complex,0,0,0,100,0,407,p4,m1
cmPk,p4m1,uneven,realistic,1000,0.9,complex,0,0,0,100,0,406,p4,m1
cmPk,p4m1,uneven,realistic,1000,0.405,complex,0,0,0,100,0,414,p4,m1
cmPk,p4m1,uneven,realistic,5000,1.5,complex,0,0,0,99,1,468,p4,m1
cmPk,p4m1,uneven,realistic,5000,0.9,complex,0,0,0,100,0,463,p4,m1
cmPk,p4m1,uneven,realistic,5000,0.405,complex,0,0,0,100,0,455,p4,m1
AWE,p4m2,even,realistic,200,1.5,complex,99,1,0,0,0,254,p4,m2
AWE,p4m2,even,realistic,200,0.9,complex,100,0,0,0,0,222,p4,m2
AWE,p4m2,even,realistic,200,0.405,complex,100,0,0,0,0,193,p4,m2
AWE,p4m2,even,realistic,500,1.5,complex,0,55,40,5,0,359,p4,m2
AWE,p4m2,even,realistic,500,0.9,complex,0,39,47,14,0,316,p4,m2
AWE,p4m2,even,realistic,500,0.405,complex,3,39,44,14,0,291,p4,m2
AWE,p4m2,even,realistic,1000,1.5,complex,0,0,0,100,0,427,p4,m2
AWE,p4m2,even,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
AWE,p4m2,even,realistic,1000,0.405,complex,0,0,0,100,0,368,p4,m2
AWE,p4m2,even,realistic,5000,1.5,complex,0,0,0,10,90,491,p4,m2
AWE,p4m2,even,realistic,5000,0.9,complex,0,0,0,100,0,494,p4,m2
AWE,p4m2,even,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
AWE,p4m2,uneven,realistic,200,1.5,complex,100,0,0,0,0,233,p4,m2
AWE,p4m2,uneven,realistic,200,0.9,complex,100,0,0,0,0,223,p4,m2
AWE,p4m2,uneven,realistic,200,0.405,complex,100,0,0,0,0,206,p4,m2
AWE,p4m2,uneven,realistic,500,1.5,complex,9,39,52,0,0,363,p4,m2
AWE,p4m2,uneven,realistic,500,0.9,complex,24,44,32,0,0,349,p4,m2
AWE,p4m2,uneven,realistic,500,0.405,complex,39,50,10,1,0,319,p4,m2
AWE,p4m2,uneven,realistic,1000,1.5,complex,0,0,19,81,0,381,p4,m2
AWE,p4m2,uneven,realistic,1000,0.9,complex,0,0,4,96,0,388,p4,m2
AWE,p4m2,uneven,realistic,1000,0.405,complex,0,0,1,99,0,379,p4,m2
AWE,p4m2,uneven,realistic,5000,1.5,complex,0,0,0,85,15,478,p4,m2
AWE,p4m2,uneven,realistic,5000,0.9,complex,0,0,0,100,0,482,p4,m2
AWE,p4m2,uneven,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
BIC,p4m2,even,realistic,200,1.5,complex,0,5,45,50,0,254,p4,m2
BIC,p4m2,even,realistic,200,0.9,complex,0,7,34,59,0,222,p4,m2
BIC,p4m2,even,realistic,200,0.405,complex,0,5,37,58,0,193,p4,m2
BIC,p4m2,even,realistic,500,1.5,complex,0,0,0,99,1,359,p4,m2
BIC,p4m2,even,realistic,500,0.9,complex,0,0,0,100,0,316,p4,m2
BIC,p4m2,even,realistic,500,0.405,complex,0,0,0,100,0,291,p4,m2
BIC,p4m2,even,realistic,1000,1.5,complex,0,0,0,82,18,427,p4,m2
BIC,p4m2,even,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
BIC,p4m2,even,realistic,1000,0.405,complex,0,0,0,100,0,368,p4,m2
BIC,p4m2,even,realistic,5000,1.5,complex,0,0,0,0,100,491,p4,m2
BIC,p4m2,even,realistic,5000,0.9,complex,0,0,0,0,100,494,p4,m2
BIC,p4m2,even,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
BIC,p4m2,uneven,realistic,200,1.5,complex,0,11,68,21,0,233,p4,m2
BIC,p4m2,uneven,realistic,200,0.9,complex,1,15,59,25,0,223,p4,m2
BIC,p4m2,uneven,realistic,200,0.405,complex,3,25,40,32,0,206,p4,m2
BIC,p4m2,uneven,realistic,500,1.5,complex,0,0,1,99,0,363,p4,m2
BIC,p4m2,uneven,realistic,500,0.9,complex,0,0,0,100,0,349,p4,m2
BIC,p4m2,uneven,realistic,500,0.405,complex,0,0,0,100,0,319,p4,m2
BIC,p4m2,uneven,realistic,1000,1.5,complex,0,0,0,95,5,381,p4,m2
BIC,p4m2,uneven,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
BIC,p4m2,uneven,realistic,1000,0.405,complex,0,0,0,100,0,379,p4,m2
BIC,p4m2,uneven,realistic,5000,1.5,complex,0,0,0,0,100,478,p4,m2
BIC,p4m2,uneven,realistic,5000,0.9,complex,0,0,0,13,87,482,p4,m2
BIC,p4m2,uneven,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
CAIC,p4m2,even,realistic,200,1.5,complex,0,31,52,17,0,254,p4,m2
CAIC,p4m2,even,realistic,200,0.9,complex,0,27,45,27,0,222,p4,m2
CAIC,p4m2,even,realistic,200,0.405,complex,2,25,48,24,0,193,p4,m2
CAIC,p4m2,even,realistic,500,1.5,complex,0,0,0,99,0,359,p4,m2
CAIC,p4m2,even,realistic,500,0.9,complex,0,0,0,100,0,316,p4,m2
CAIC,p4m2,even,realistic,500,0.405,complex,0,0,0,100,0,291,p4,m2
CAIC,p4m2,even,realistic,1000,1.5,complex,0,0,0,95,5,427,p4,m2
CAIC,p4m2,even,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
CAIC,p4m2,even,realistic,1000,0.405,complex,0,0,0,100,0,368,p4,m2
CAIC,p4m2,even,realistic,5000,1.5,complex,0,0,0,0,100,491,p4,m2
CAIC,p4m2,even,realistic,5000,0.9,complex,0,0,0,2,98,494,p4,m2
CAIC,p4m2,even,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
CAIC,p4m2,uneven,realistic,200,1.5,complex,3,34,59,5,0,233,p4,m2
CAIC,p4m2,uneven,realistic,200,0.9,complex,12,37,45,5,0,223,p4,m2
CAIC,p4m2,uneven,realistic,200,0.405,complex,16,46,31,8,0,206,p4,m2
CAIC,p4m2,uneven,realistic,500,1.5,complex,0,0,5,95,0,363,p4,m2
CAIC,p4m2,uneven,realistic,500,0.9,complex,0,0,2,98,0,349,p4,m2
CAIC,p4m2,uneven,realistic,500,0.405,complex,0,0,1,99,0,319,p4,m2
CAIC,p4m2,uneven,realistic,1000,1.5,complex,0,0,0,99,1,381,p4,m2
CAIC,p4m2,uneven,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
CAIC,p4m2,uneven,realistic,1000,0.405,complex,0,0,0,100,0,379,p4,m2
CAIC,p4m2,uneven,realistic,5000,1.5,complex,0,0,0,0,100,478,p4,m2
CAIC,p4m2,uneven,realistic,5000,0.9,complex,0,0,0,40,60,482,p4,m2
CAIC,p4m2,uneven,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
VLMR,p4m2,even,realistic,200,1.5,complex,24,31,26,18,2,254,p4,m2
VLMR,p4m2,even,realistic,200,0.9,complex,31,25,18,24,2,222,p4,m2
VLMR,p4m2,even,realistic,200,0.405,complex,19,27,22,29,2,193,p4,m2
VLMR,p4m2,even,realistic,500,1.5,complex,9,16,4,55,15,359,p4,m2
VLMR,p4m2,even,realistic,500,0.9,complex,19,15,1,56,9,316,p4,m2
VLMR,p4m2,even,realistic,500,0.405,complex,9,8,0,78,5,291,p4,m2
VLMR,p4m2,even,realistic,1000,1.5,complex,6,9,0,36,49,427,p4,m2
VLMR,p4m2,even,realistic,1000,0.9,complex,12,14,0,53,21,388,p4,m2
VLMR,p4m2,even,realistic,1000,0.405,complex,5,3,0,83,9,368,p4,m2
VLMR,p4m2,even,realistic,5000,1.5,complex,3,2,0,0,96,491,p4,m2
VLMR,p4m2,even,realistic,5000,0.9,complex,4,8,0,1,87,494,p4,m2
VLMR,p4m2,even,realistic,5000,0.405,complex,0,0,0,48,51,485,p4,m2
VLMR,p4m2,uneven,realistic,200,1.5,complex,34,28,26,10,1,233,p4,m2
VLMR,p4m2,uneven,realistic,200,0.9,complex,28,29,21,21,1,223,p4,m2
VLMR,p4m2,uneven,realistic,200,0.405,complex,26,32,21,19,2,206,p4,m2
VLMR,p4m2,uneven,realistic,500,1.5,complex,7,9,7,60,16,363,p4,m2
VLMR,p4m2,uneven,realistic,500,0.9,complex,8,9,3,69,10,349,p4,m2
VLMR,p4m2,uneven,realistic,500,0.405,complex,5,7,1,78,8,319,p4,m2
VLMR,p4m2,uneven,realistic,1000,1.5,complex,3,2,1,43,52,381,p4,m2
VLMR,p4m2,uneven,realistic,1000,0.9,complex,4,4,0,69,22,388,p4,m2
VLMR,p4m2,uneven,realistic,1000,0.405,complex,3,2,0,84,10,379,p4,m2
VLMR,p4m2,uneven,realistic,5000,1.5,complex,1,0,0,2,98,478,p4,m2
VLMR,p4m2,uneven,realistic,5000,0.9,complex,2,0,0,9,88,482,p4,m2
VLMR,p4m2,uneven,realistic,5000,0.405,complex,0,0,0,62,38,485,p4,m2
aBIC,p4m2,even,realistic,200,1.5,complex,0,0,0,4,96,254,p4,m2
aBIC,p4m2,even,realistic,200,0.9,complex,0,0,0,16,84,222,p4,m2
aBIC,p4m2,even,realistic,200,0.405,complex,0,0,0,21,79,193,p4,m2
aBIC,p4m2,even,realistic,500,1.5,complex,0,0,0,11,89,359,p4,m2
aBIC,p4m2,even,realistic,500,0.9,complex,0,0,0,59,41,316,p4,m2
aBIC,p4m2,even,realistic,500,0.405,complex,0,0,0,93,7,291,p4,m2
aBIC,p4m2,even,realistic,1000,1.5,complex,0,0,0,0,100,427,p4,m2
aBIC,p4m2,even,realistic,1000,0.9,complex,0,0,0,42,58,388,p4,m2
aBIC,p4m2,even,realistic,1000,0.405,complex,0,0,0,99,1,368,p4,m2
aBIC,p4m2,even,realistic,5000,1.5,complex,0,0,0,0,100,491,p4,m2
aBIC,p4m2,even,realistic,5000,0.9,complex,0,0,0,0,100,494,p4,m2
aBIC,p4m2,even,realistic,5000,0.405,complex,0,0,0,85,15,485,p4,m2
aBIC,p4m2,uneven,realistic,200,1.5,complex,0,0,0,8,92,233,p4,m2
aBIC,p4m2,uneven,realistic,200,0.9,complex,0,0,0,20,80,223,p4,m2
aBIC,p4m2,uneven,realistic,200,0.405,complex,0,0,0,33,67,206,p4,m2
aBIC,p4m2,uneven,realistic,500,1.5,complex,0,0,0,31,69,363,p4,m2
aBIC,p4m2,uneven,realistic,500,0.9,complex,0,0,0,74,26,349,p4,m2
aBIC,p4m2,uneven,realistic,500,0.405,complex,0,0,0,94,6,319,p4,m2
aBIC,p4m2,uneven,realistic,1000,1.5,complex,0,0,0,8,92,381,p4,m2
aBIC,p4m2,uneven,realistic,1000,0.9,complex,0,0,0,66,34,388,p4,m2
aBIC,p4m2,uneven,realistic,1000,0.405,complex,0,0,0,99,1,379,p4,m2
aBIC,p4m2,uneven,realistic,5000,1.5,complex,0,0,0,0,100,478,p4,m2
aBIC,p4m2,uneven,realistic,5000,0.9,complex,0,0,0,0,100,482,p4,m2
aBIC,p4m2,uneven,realistic,5000,0.405,complex,0,0,0,96,4,485,p4,m2
cmPk,p4m2,even,realistic,200,1.5,complex,0,5,45,50,0,254,p4,m2
cmPk,p4m2,even,realistic,200,0.9,complex,0,7,34,59,0,222,p4,m2
cmPk,p4m2,even,realistic,200,0.405,complex,0,5,37,58,0,193,p4,m2
cmPk,p4m2,even,realistic,500,1.5,complex,0,0,0,99,1,359,p4,m2
cmPk,p4m2,even,realistic,500,0.9,complex,0,0,0,100,0,316,p4,m2
cmPk,p4m2,even,realistic,500,0.405,complex,0,0,0,100,0,291,p4,m2
cmPk,p4m2,even,realistic,1000,1.5,complex,0,0,0,82,18,427,p4,m2
cmPk,p4m2,even,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
cmPk,p4m2,even,realistic,1000,0.405,complex,0,0,0,100,0,368,p4,m2
cmPk,p4m2,even,realistic,5000,1.5,complex,0,0,0,0,100,491,p4,m2
cmPk,p4m2,even,realistic,5000,0.9,complex,0,0,0,0,100,494,p4,m2
cmPk,p4m2,even,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
cmPk,p4m2,uneven,realistic,200,1.5,complex,0,11,68,21,0,233,p4,m2
cmPk,p4m2,uneven,realistic,200,0.9,complex,1,15,59,25,0,223,p4,m2
cmPk,p4m2,uneven,realistic,200,0.405,complex,3,25,40,31,0,206,p4,m2
cmPk,p4m2,uneven,realistic,500,1.5,complex,0,0,1,99,0,363,p4,m2
cmPk,p4m2,uneven,realistic,500,0.9,complex,0,0,0,100,0,349,p4,m2
cmPk,p4m2,uneven,realistic,500,0.405,complex,0,0,0,100,0,319,p4,m2
cmPk,p4m2,uneven,realistic,1000,1.5,complex,0,0,0,95,5,381,p4,m2
cmPk,p4m2,uneven,realistic,1000,0.9,complex,0,0,0,100,0,388,p4,m2
cmPk,p4m2,uneven,realistic,1000,0.405,complex,0,0,0,100,0,379,p4,m2
cmPk,p4m2,uneven,realistic,5000,1.5,complex,0,0,0,0,100,478,p4,m2
cmPk,p4m2,uneven,realistic,5000,0.9,complex,0,0,0,13,87,482,p4,m2
cmPk,p4m2,uneven,realistic,5000,0.405,complex,0,0,0,100,0,485,p4,m2
AWE,p4m3,even,realistic,200,1.5,complex,100,0,0,0,0,220,p4,m3
AWE,p4m3,even,realistic,200,0.9,complex,100,0,0,0,0,209,p4,m3
AWE,p4m3,even,realistic,200,0.405,complex,100,0,0,0,0,208,p4,m3
AWE,p4m3,even,realistic,500,1.5,complex,40,46,12,2,0,325,p4,m3
AWE,p4m3,even,realistic,500,0.9,complex,28,48,21,2,0,300,p4,m3
AWE,p4m3,even,realistic,500,0.405,complex,22,51,23,5,0,291,p4,m3
AWE,p4m3,even,realistic,1000,1.5,complex,0,0,1,99,0,388,p4,m3
AWE,p4m3,even,realistic,1000,0.9,complex,0,0,1,99,0,368,p4,m3
AWE,p4m3,even,realistic,1000,0.405,complex,0,0,1,99,0,364,p4,m3
AWE,p4m3,even,realistic,5000,1.5,complex,0,0,0,100,0,455,p4,m3
AWE,p4m3,even,realistic,5000,0.9,complex,0,0,0,100,0,438,p4,m3
AWE,p4m3,even,realistic,5000,0.405,complex,0,0,0,100,0,446,p4,m3
AWE,p4m3,uneven,realistic,200,1.5,complex,100,0,0,0,0,244,p4,m3
AWE,p4m3,uneven,realistic,200,0.9,complex,100,0,0,0,0,202,p4,m3
AWE,p4m3,uneven,realistic,200,0.405,complex,100,0,0,0,0,199,p4,m3
AWE,p4m3,uneven,realistic,500,1.5,complex,63,37,0,0,0,341,p4,m3
AWE,p4m3,uneven,realistic,500,0.9,complex,57,42,0,1,0,342,p4,m3
AWE,p4m3,uneven,realistic,500,0.405,complex,56,43,2,0,0,324,p4,m3
AWE,p4m3,uneven,realistic,1000,1.5,complex,0,0,2,98,0,392,p4,m3
AWE,p4m3,uneven,realistic,1000,0.9,complex,0,0,1,99,0,377,p4,m3
AWE,p4m3,uneven,realistic,1000,0.405,complex,0,0,1,99,0,385,p4,m3
AWE,p4m3,uneven,realistic,5000,1.5,complex,0,0,0,100,0,458,p4,m3
AWE,p4m3,uneven,realistic,5000,0.9,complex,0,0,0,100,0,434,p4,m3
AWE,p4m3,uneven,realistic,5000,0.405,complex,0,0,0,100,0,438,p4,m3
BIC,p4m3,even,realistic,200,1.5,complex,1,14,41,44,0,220,p4,m3
BIC,p4m3,even,realistic,200,0.9,complex,0,11,44,45,0,209,p4,m3
BIC,p4m3,even,realistic,200,0.405,complex,0,9,41,50,0,208,p4,m3
BIC,p4m3,even,realistic,500,1.5,complex,0,0,0,100,0,325,p4,m3
BIC,p4m3,even,realistic,500,0.9,complex,0,0,0,100,0,300,p4,m3
BIC,p4m3,even,realistic,500,0.405,complex,0,0,0,100,0,291,p4,m3
BIC,p4m3,even,realistic,1000,1.5,complex,0,0,0,100,0,388,p4,m3
BIC,p4m3,even,realistic,1000,0.9,complex,0,0,0,100,0,368,p4,m3
BIC,p4m3,even,realistic,1000,0.405,complex,0,0,0,100,0,364,p4,m3
BIC,p4m3,even,realistic,5000,1.5,complex,0,0,0,100,0,455,p4,m3
BIC,p4m3,even,realistic,5000,0.9,complex,0,0,0,100,0,438,p4,m3
BIC,p4m3,even,realistic,5000,0.405,complex,0,0,0,100,0,446,p4,m3
BIC,p4m3,uneven,realistic,200,1.5,complex,5,44,36,14,0,244,p4,m3
BIC,p4m3,uneven,realistic,200,0.9,complex,7,45,32,16,0,202,p4,m3
BIC,p4m3,uneven,realistic,200,0.405,complex,6,41,30,23,0,199,p4,m3
BIC,p4m3,uneven,realistic,500,1.5,complex,0,0,0,100,0,341,p4,m3
BIC,p4m3,uneven,realistic,500,0.9,complex,0,0,0,100,0,342,p4,m3
BIC,p4m3,uneven,realistic,500,0.405,complex,0,0,0,100,0,324,p4,m3
BIC,p4m3,uneven,realistic,1000,1.5,complex,0,0,0,100,0,392,p4,m3
BIC,p4m3,uneven,realistic,1000,0.9,complex,0,0,0,100,0,377,p4,m3
BIC,p4m3,uneven,realistic,1000,0.405,complex,0,0,0,100,0,385,p4,m3
BIC,p4m3,uneven,realistic,5000,1.5,complex,0,0,0,100,0,458,p4,m3
BIC,p4m3,uneven,realistic,5000,0.9,complex,0,0,0,100,0,434,p4,m3
BIC,p4m3,uneven,realistic,5000,0.405,complex,0,0,0,100,0,438,p4,m3
CAIC,p4m3,even,realistic,200,1.5,complex,14,44,34,8,0,220,p4,m3
CAIC,p4m3,even,realistic,200,0.9,complex,13,42,34,11,0,209,p4,m3
CAIC,p4m3,even,realistic,200,0.405,complex,8,40,38,14,0,208,p4,m3
CAIC,p4m3,even,realistic,500,1.5,complex,0,0,0,100,0,325,p4,m3
CAIC,p4m3,even,realistic,500,0.9,complex,0,0,0,100,0,300,p4,m3
CAIC,p4m3,even,realistic,500,0.405,complex,0,0,0,100,0,291,p4,m3
CAIC,p4m3,even,realistic,1000,1.5,complex,0,0,0,100,0,388,p4,m3
CAIC,p4m3,even,realistic,1000,0.9,complex,0,0,0,100,0,368,p4,m3
CAIC,p4m3,even,realistic,1000,0.405,complex,0,0,0,100,0,364,p4,m3
CAIC,p4m3,even,realistic,5000,1.5,complex,0,0,0,100,0,455,p4,m3
CAIC,p4m3,even,realistic,5000,0.9,complex,0,0,0,100,0,438,p4,m3
CAIC,p4m3,even,realistic,5000,0.405,complex,0,0,0,100,0,446,p4,m3
CAIC,p4m3,uneven,realistic,200,1.5,complex,31,55,13,1,0,244,p4,m3
CAIC,p4m3,uneven,realistic,200,0.9,complex,28,57,13,2,0,202,p4,m3
CAIC,p4m3,uneven,realistic,200,0.405,complex,28,57,12,4,0,199,p4,m3
CAIC,p4m3,uneven,realistic,500,1.5,complex,0,0,1,99,0,341,p4,m3
CAIC,p4m3,uneven,realistic,500,0.9,complex,0,0,1,99,0,342,p4,m3
CAIC,p4m3,uneven,realistic,500,0.405,complex,0,0,1,99,0,324,p4,m3
CAIC,p4m3,uneven,realistic,1000,1.5,complex,0,0,0,100,0,392,p4,m3
CAIC,p4m3,uneven,realistic,1000,0.9,complex,0,0,0,100,0,377,p4,m3
CAIC,p4m3,uneven,realistic,1000,0.405,complex,0,0,0,100,0,385,p4,m3
CAIC,p4m3,uneven,realistic,5000,1.5,complex,0,0,0,100,0,458,p4,m3
CAIC,p4m3,uneven,realistic,5000,0.9,complex,0,0,0,100,0,434,p4,m3
CAIC,p4m3,uneven,realistic,5000,0.405,complex,0,0,0,100,0,438,p4,m3
VLMR,p4m3,even,realistic,200,1.5,complex,21,38,16,24,1,220,p4,m3
VLMR,p4m3,even,realistic,200,0.9,complex,24,31,22,20,3,209,p4,m3
VLMR,p4m3,even,realistic,200,0.405,complex,22,29,18,27,3,208,p4,m3
VLMR,p4m3,even,realistic,500,1.5,complex,6,7,0,78,9,325,p4,m3
VLMR,p4m3,even,realistic,500,0.9,complex,6,5,2,81,5,300,p4,m3
VLMR,p4m3,even,realistic,500,0.405,complex,5,4,2,83,5,291,p4,m3
VLMR,p4m3,even,realistic,1000,1.5,complex,1,1,0,91,7,388,p4,m3
VLMR,p4m3,even,realistic,1000,0.9,complex,2,1,0,89,8,368,p4,m3
VLMR,p4m3,even,realistic,1000,0.405,complex,1,0,0,92,7,364,p4,m3
VLMR,p4m3,even,realistic,5000,1.5,complex,0,0,0,92,8,455,p4,m3
VLMR,p4m3,even,realistic,5000,0.9,complex,0,0,0,92,8,438,p4,m3
VLMR,p4m3,even,realistic,5000,0.405,complex,0,0,0,92,8,446,p4,m3
VLMR,p4m3,uneven,realistic,200,1.5,complex,28,32,22,16,2,244,p4,m3
VLMR,p4m3,uneven,realistic,200,0.9,complex,26,36,18,18,2,202,p4,m3
VLMR,p4m3,uneven,realistic,200,0.405,complex,24,40,18,19,0,199,p4,m3
VLMR,p4m3,uneven,realistic,500,1.5,complex,5,5,1,79,10,341,p4,m3
VLMR,p4m3,uneven,realistic,500,0.9,complex,4,9,1,79,7,342,p4,m3
VLMR,p4m3,uneven,realistic,500,0.405,complex,6,6,1,82,5,324,p4,m3
VLMR,p4m3,uneven,realistic,1000,1.5,complex,4,2,0,87,8,392,p4,m3
VLMR,p4m3,uneven,realistic,1000,0.9,complex,3,0,0,89,8,377,p4,m3
VLMR,p4m3,uneven,realistic,1000,0.405,complex,2,1,0,91,7,385,p4,m3
VLMR,p4m3,uneven,realistic,5000,1.5,complex,0,0,0,94,6,458,p4,m3
VLMR,p4m3,uneven,realistic,5000,0.9,complex,0,0,0,94,6,434,p4,m3
VLMR,p4m3,uneven,realistic,5000,0.405,complex,0,0,0,92,8,438,p4,m3
aBIC,p4m3,even,realistic,200,1.5,complex,0,0,0,32,68,220,p4,m3
aBIC,p4m3,even,realistic,200,0.9,complex,0,0,0,34,66,209,p4,m3
aBIC,p4m3,even,realistic,200,0.405,complex,0,0,0,32,67,208,p4,m3
aBIC,p4m3,even,realistic,500,1.5,complex,0,0,0,98,2,325,p4,m3
aBIC,p4m3,even,realistic,500,0.9,complex,0,0,0,98,2,300,p4,m3
aBIC,p4m3,even,realistic,500,0.405,complex,0,0,0,98,2,291,p4,m3
aBIC,p4m3,even,realistic,1000,1.5,complex,0,0,0,100,0,388,p4,m3
aBIC,p4m3,even,realistic,1000,0.9,complex,0,0,0,100,0,368,p4,m3
aBIC,p4m3,even,realistic,1000,0.405,complex,0,0,0,100,0,364,p4,m3
aBIC,p4m3,even,realistic,5000,1.5,complex,0,0,0,100,0,455,p4,m3
aBIC,p4m3,even,realistic,5000,0.9,complex,0,0,0,100,0,438,p4,m3
aBIC,p4m3,even,realistic,5000,0.405,complex,0,0,0,100,0,446,p4,m3
aBIC,p4m3,uneven,realistic,200,1.5,complex,0,0,0,35,65,244,p4,m3
aBIC,p4m3,uneven,realistic,200,0.9,complex,0,0,0,33,67,202,p4,m3
aBIC,p4m3,uneven,realistic,200,0.405,complex,0,0,0,33,67,199,p4,m3
aBIC,p4m3,uneven,realistic,500,1.5,complex,0,0,0,97,3,341,p4,m3
aBIC,p4m3,uneven,realistic,500,0.9,complex,0,0,0,97,3,342,p4,m3
aBIC,p4m3,uneven,realistic,500,0.405,complex,0,0,0,98,2,324,p4,m3
aBIC,p4m3,uneven,realistic,1000,1.5,complex,0,0,0,100,0,392,p4,m3
aBIC,p4m3,uneven,realistic,1000,0.9,complex,0,0,0,100,0,377,p4,m3
aBIC,p4m3,uneven,realistic,1000,0.405,complex,0,0,0,100,0,385,p4,m3
aBIC,p4m3,uneven,realistic,5000,1.5,complex,0,0,0,100,0,458,p4,m3
aBIC,p4m3,uneven,realistic,5000,0.9,complex,0,0,0,100,0,434,p4,m3
aBIC,p4m3,uneven,realistic,5000,0.405,complex,0,0,0,100,0,438,p4,m3
cmPk,p4m3,even,realistic,200,1.5,complex,1,14,41,44,0,220,p4,m3
cmPk,p4m3,even,realistic,200,0.9,complex,0,11,44,45,0,209,p4,m3
cmPk,p4m3,even,realistic,200,0.405,complex,0,9,41,50,0,208,p4,m3
cmPk,p4m3,even,realistic,500,1.5,complex,0,0,0,100,0,325,p4,m3
cmPk,p4m3,even,realistic,500,0.9,complex,0,0,0,100,0,300,p4,m3
cmPk,p4m3,even,realistic,500,0.405,complex,0,0,0,100,0,291,p4,m3
cmPk,p4m3,even,realistic,1000,1.5,complex,0,0,0,100,0,388,p4,m3
cmPk,p4m3,even,realistic,1000,0.9,complex,0,0,0,100,0,368,p4,m3
cmPk,p4m3,even,realistic,1000,0.405,complex,0,0,0,100,0,364,p4,m3
cmPk,p4m3,even,realistic,5000,1.5,complex,0,0,0,100,0,455,p4,m3
cmPk,p4m3,even,realistic,5000,0.9,complex,0,0,0,100,0,438,p4,m3
cmPk,p4m3,even,realistic,5000,0.405,complex,0,0,0,100,0,446,p4,m3
cmPk,p4m3,uneven,realistic,200,1.5,complex,5,44,36,14,0,244,p4,m3
cmPk,p4m3,uneven,realistic,200,0.9,complex,7,45,32,16,0,202,p4,m3
cmPk,p4m3,uneven,realistic,200,0.405,complex,6,41,30,23,0,199,p4,m3
cmPk,p4m3,uneven,realistic,500,1.5,complex,0,0,0,100,0,341,p4,m3
cmPk,p4m3,uneven,realistic,500,0.9,complex,0,0,0,100,0,342,p4,m3
cmPk,p4m3,uneven,realistic,500,0.405,complex,0,0,0,100,0,324,p4,m3
cmPk,p4m3,uneven,realistic,1000,1.5,complex,0,0,0,100,0,392,p4,m3
cmPk,p4m3,uneven,realistic,1000,0.9,complex,0,0,0,100,0,377,p4,m3
cmPk,p4m3,uneven,realistic,1000,0.405,complex,0,0,0,100,0,385,p4,m3
cmPk,p4m3,uneven,realistic,5000,1.5,complex,0,0,0,100,0,458,p4,m3
cmPk,p4m3,uneven,realistic,5000,0.9,complex,0,0,0,100,0,434,p4,m3
cmPk,p4m3,uneven,realistic,5000,0.405,complex,0,0,0,100,0,438,p4,m3
