Fit_Index,sim_model,k_split,separation,N,de,model,Class_2,Class_3,Class_4,Class_5,Total,p,m
BIC,p3m1,uneven,ideal,500,1.5,simple,0,0,100,0,353,p3,m1
BIC,p3m1,uneven,ideal,500,0.9,simple,0,0,100,0,361,p3,m1
BIC,p3m1,uneven,ideal,500,0.405,simple,0,0,100,0,365,p3,m1
BIC,p3m1,uneven,ideal,1000,1.5,simple,0,0,100,0,427,p3,m1
BIC,p3m1,uneven,ideal,1000,0.9,simple,0,0,100,0,414,p3,m1
BIC,p3m1,uneven,ideal,1000,0.405,simple,0,0,100,0,415,p3,m1
BIC,p3m1,uneven,ideal,5000,1.5,simple,0,0,100,0,462,p3,m1
BIC,p3m1,uneven,ideal,5000,0.9,simple,0,0,100,0,464,p3,m1
BIC,p3m1,uneven,ideal,5000,0.405,simple,0,0,100,0,459,p3,m1
CAIC,p3m1,even,ideal,200,1.5,simple,0,32,68,0,284,p3,m1
CAIC,p3m1,even,ideal,200,0.9,simple,0,19,81,0,292,p3,m1
CAIC,p3m1,even,ideal,200,0.405,simple,0,11,89,0,306,p3,m1
CAIC,p3m1,even,ideal,500,1.5,simple,0,0,100,0,356,p3,m1
CAIC,p3m1,even,ideal,500,0.9,simple,0,0,100,0,385,p3,m1
CAIC,p3m1,even,ideal,500,0.405,simple,0,0,100,0,360,p3,m1
CAIC,p3m1,even,ideal,1000,1.5,simple,0,0,100,0,422,p3,m1
CAIC,p3m1,even,ideal,1000,0.9,simple,0,0,100,0,428,p3,m1
CAIC,p3m1,even,ideal,1000,0.405,simple,0,0,100,0,431,p3,m1
CAIC,p3m1,even,ideal,5000,1.5,simple,0,0,100,0,471,p3,m1
CAIC,p3m1,even,ideal,5000,0.9,simple,0,0,100,0,467,p3,m1
CAIC,p3m1,even,ideal,5000,0.405,simple,0,0,100,0,467,p3,m1
CAIC,p3m1,uneven,ideal,200,1.5,simple,0,48,52,0,264,p3,m1
CAIC,p3m1,uneven,ideal,200,0.9,simple,0,43,57,0,293,p3,m1
CAIC,p3m1,uneven,ideal,200,0.405,simple,0,29,71,0,307,p3,m1
CAIC,p3m1,uneven,ideal,500,1.5,simple,0,0,100,0,353,p3,m1
CAIC,p3m1,uneven,ideal,500,0.9,simple,0,0,100,0,361,p3,m1
CAIC,p3m1,uneven,ideal,500,0.405,simple,0,0,100,0,365,p3,m1
CAIC,p3m1,uneven,ideal,1000,1.5,simple,0,0,100,0,427,p3,m1
CAIC,p3m1,uneven,ideal,1000,0.9,simple,0,0,100,0,414,p3,m1
CAIC,p3m1,uneven,ideal,1000,0.405,simple,0,0,100,0,415,p3,m1
CAIC,p3m1,uneven,ideal,5000,1.5,simple,0,0,100,0,462,p3,m1
CAIC,p3m1,uneven,ideal,5000,0.9,simple,0,0,100,0,464,p3,m1
CAIC,p3m1,uneven,ideal,5000,0.405,simple,0,0,100,0,459,p3,m1
VLMR,p3m1,even,ideal,200,1.5,simple,5,11,51,33,284,p3,m1
VLMR,p3m1,even,ideal,200,0.9,simple,5,7,51,38,292,p3,m1
VLMR,p3m1,even,ideal,200,0.405,simple,4,6,53,38,306,p3,m1
VLMR,p3m1,even,ideal,500,1.5,simple,0,0,60,40,356,p3,m1
VLMR,p3m1,even,ideal,500,0.9,simple,0,0,57,43,385,p3,m1
VLMR,p3m1,even,ideal,500,0.405,simple,1,0,57,42,360,p3,m1
VLMR,p3m1,even,ideal,1000,1.5,simple,0,0,67,33,422,p3,m1
VLMR,p3m1,even,ideal,1000,0.9,simple,0,0,70,30,428,p3,m1
VLMR,p3m1,even,ideal,1000,0.405,simple,0,0,66,34,431,p3,m1
VLMR,p3m1,even,ideal,5000,1.5,simple,0,0,86,14,471,p3,m1
VLMR,p3m1,even,ideal,5000,0.9,simple,0,0,82,18,467,p3,m1
VLMR,p3m1,even,ideal,5000,0.405,simple,0,0,85,15,467,p3,m1
VLMR,p3m1,uneven,ideal,200,1.5,simple,8,12,46,34,264,p3,m1
VLMR,p3m1,uneven,ideal,200,0.9,simple,6,9,52,33,293,p3,m1
VLMR,p3m1,uneven,ideal,200,0.405,simple,6,9,50,36,307,p3,m1
VLMR,p3m1,uneven,ideal,500,1.5,simple,3,0,61,35,353,p3,m1
VLMR,p3m1,uneven,ideal,500,0.9,simple,2,0,58,40,361,p3,m1
VLMR,p3m1,uneven,ideal,500,0.405,simple,1,1,61,37,365,p3,m1
VLMR,p3m1,uneven,ideal,1000,1.5,simple,3,0,68,29,427,p3,m1
VLMR,p3m1,uneven,ideal,1000,0.9,simple,1,0,67,32,414,p3,m1
VLMR,p3m1,uneven,ideal,1000,0.405,simple,0,0,70,30,415,p3,m1
VLMR,p3m1,uneven,ideal,5000,1.5,simple,2,0,80,18,462,p3,m1
VLMR,p3m1,uneven,ideal,5000,0.9,simple,0,0,82,18,464,p3,m1
VLMR,p3m1,uneven,ideal,5000,0.405,simple,0,0,81,19,459,p3,m1
aBIC,p3m1,even,ideal,200,1.5,simple,0,0,94,6,284,p3,m1
aBIC,p3m1,even,ideal,200,0.9,simple,0,0,94,6,292,p3,m1
aBIC,p3m1,even,ideal,200,0.405,simple,0,0,95,5,306,p3,m1
aBIC,p3m1,even,ideal,500,1.5,simple,0,0,100,0,356,p3,m1
aBIC,p3m1,even,ideal,500,0.9,simple,0,0,99,1,385,p3,m1
aBIC,p3m1,even,ideal,500,0.405,simple,0,0,98,2,360,p3,m1
aBIC,p3m1,even,ideal,1000,1.5,simple,0,0,100,0,422,p3,m1
aBIC,p3m1,even,ideal,1000,0.9,simple,0,0,100,0,428,p3,m1
aBIC,p3m1,even,ideal,1000,0.405,simple,0,0,100,0,431,p3,m1
aBIC,p3m1,even,ideal,5000,1.5,simple,0,0,100,0,471,p3,m1
aBIC,p3m1,even,ideal,5000,0.9,simple,0,0,100,0,467,p3,m1
aBIC,p3m1,even,ideal,5000,0.405,simple,0,0,100,0,467,p3,m1
aBIC,p3m1,uneven,ideal,200,1.5,simple,0,0,94,6,264,p3,m1
aBIC,p3m1,uneven,ideal,200,0.9,simple,0,0,95,5,293,p3,m1
aBIC,p3m1,uneven,ideal,200,0.405,simple,0,0,96,4,307,p3,m1
aBIC,p3m1,uneven,ideal,500,1.5,simple,0,0,100,0,353,p3,m1
aBIC,p3m1,uneven,ideal,500,0.9,simple,0,0,100,0,361,p3,m1
aBIC,p3m1,uneven,ideal,500,0.405,simple,0,0,99,1,365,p3,m1
aBIC,p3m1,uneven,ideal,1000,1.5,simple,0,0,100,0,427,p3,m1
aBIC,p3m1,uneven,ideal,1000,0.9,simple,0,0,100,0,414,p3,m1
aBIC,p3m1,uneven,ideal,1000,0.405,simple,0,0,100,0,415,p3,m1
aBIC,p3m1,uneven,ideal,5000,1.5,simple,0,0,100,0,462,p3,m1
aBIC,p3m1,uneven,ideal,5000,0.9,simple,0,0,100,0,464,p3,m1
aBIC,p3m1,uneven,ideal,5000,0.405,simple,0,0,100,0,459,p3,m1
cmPk,p3m1,even,ideal,200,1.5,simple,0,18,82,0,284,p3,m1
cmPk,p3m1,even,ideal,200,0.9,simple,0,6,94,0,292,p3,m1
cmPk,p3m1,even,ideal,200,0.405,simple,0,5,95,0,306,p3,m1
cmPk,p3m1,even,ideal,500,1.5,simple,0,0,100,0,356,p3,m1
cmPk,p3m1,even,ideal,500,0.9,simple,0,0,100,0,385,p3,m1
cmPk,p3m1,even,ideal,500,0.405,simple,0,0,100,0,360,p3,m1
cmPk,p3m1,even,ideal,1000,1.5,simple,0,0,100,0,422,p3,m1
cmPk,p3m1,even,ideal,1000,0.9,simple,0,0,100,0,428,p3,m1
cmPk,p3m1,even,ideal,1000,0.405,simple,0,0,100,0,431,p3,m1
cmPk,p3m1,even,ideal,5000,1.5,simple,0,0,100,0,471,p3,m1
cmPk,p3m1,even,ideal,5000,0.9,simple,0,0,100,0,467,p3,m1
cmPk,p3m1,even,ideal,5000,0.405,simple,0,0,100,0,467,p3,m1
cmPk,p3m1,uneven,ideal,200,1.5,simple,0,26,74,0,264,p3,m1
cmPk,p3m1,uneven,ideal,200,0.9,simple,0,18,82,0,293,p3,m1
cmPk,p3m1,uneven,ideal,200,0.405,simple,0,13,87,0,307,p3,m1
cmPk,p3m1,uneven,ideal,500,1.5,simple,0,0,100,0,353,p3,m1
