file,sim_model,N,k,k_split,de,separation,entropy,p,m
p4m1_c5.out,  p4m1,200,5,even,1.5,realistic ,0.895,  p4,  m1
p4m1_c2.out,  p4m1,500,2,even,0.405,realistic ,0.801,  p4,  m1
p4m1_c3.out,  p4m1,500,3,even,0.405,realistic ,0.884,  p4,  m1
p4m1_c4.out,  p4m1,500,4,even,0.405,realistic ,0.777,  p4,  m1
p4m1_c5.out,  p4m1,500,5,even,0.405,realistic ,0.821,  p4,  m1
p4m1_c2.out,  p4m1,500,2,even,0.9,realistic ,0.818,  p4,  m1
p4m1_c3.out,  p4m1,500,3,even,0.9,realistic ,0.867,  p4,  m1
p4m1_c4.out,  p4m1,500,4,even,0.9,realistic ,0.778,  p4,  m1
p4m1_c5.out,  p4m1,500,5,even,0.9,realistic ,0.825,  p4,  m1
p4m1_c2.out,  p4m1,500,2,even,1.5,realistic ,0.825,  p4,  m1
p4m1_c3.out,  p4m1,500,3,even,1.5,realistic ,0.877,  p4,  m1
p4m1_c4.out,  p4m1,500,4,even,1.5,realistic ,0.848,  p4,  m1
p4m1_c5.out,  p4m1,500,5,even,1.5,realistic ,0.839,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,even,0.405,realistic ,0.789,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,even,0.405,realistic ,0.811,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,even,0.405,realistic ,0.767,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,even,0.405,realistic ,0.787,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,even,0.9,realistic ,0.785,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,even,0.9,realistic ,0.793,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,even,0.9,realistic ,0.748,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,even,0.9,realistic ,0.739,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,even,1.5,realistic ,0.77,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,even,1.5,realistic ,0.758,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,even,1.5,realistic ,0.71,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,even,1.5,realistic ,0.72,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,uneven,0.405,realistic ,0.827,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,uneven,0.405,realistic ,0.729,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,uneven,0.405,realistic ,0.744,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,uneven,0.405,realistic ,0.782,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,uneven,0.9,realistic ,0.814,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,uneven,0.9,realistic ,0.716,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,uneven,0.9,realistic ,0.723,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,uneven,0.9,realistic ,0.753,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,uneven,1.5,realistic ,0.805,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,uneven,1.5,realistic ,0.725,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,uneven,1.5,realistic ,0.697,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,uneven,1.5,realistic ,0.784,  p4,  m1
p4m1_c2.out,  p4m1,200,2,uneven,0.405,realistic ,0.87,  p4,  m1
p4m1_c3.out,  p4m1,200,3,uneven,0.405,realistic ,0.913,  p4,  m1
p4m1_c4.out,  p4m1,200,4,uneven,0.405,realistic ,0.902,  p4,  m1
p4m1_c5.out,  p4m1,200,5,uneven,0.405,realistic ,0.832,  p4,  m1
p4m1_c2.out,  p4m1,200,2,uneven,0.9,realistic ,0.869,  p4,  m1
p4m1_c3.out,  p4m1,200,3,uneven,0.9,realistic ,0.948,  p4,  m1
p4m1_c4.out,  p4m1,200,4,uneven,0.9,realistic ,0.806,  p4,  m1
p4m1_c5.out,  p4m1,200,5,uneven,0.9,realistic ,0.858,  p4,  m1
p4m1_c2.out,  p4m1,200,2,uneven,1.5,realistic ,0.843,  p4,  m1
p4m1_c3.out,  p4m1,200,3,uneven,1.5,realistic ,0.805,  p4,  m1
p4m1_c4.out,  p4m1,200,4,uneven,1.5,realistic ,0.812,  p4,  m1
p4m1_c5.out,  p4m1,200,5,uneven,1.5,realistic ,0.875,  p4,  m1
p4m1_c2.out,  p4m1,500,2,uneven,0.405,realistic ,0.767,  p4,  m1
p4m1_c3.out,  p4m1,500,3,uneven,0.405,realistic ,0.802,  p4,  m1
p4m1_c4.out,  p4m1,500,4,uneven,0.405,realistic ,0.791,  p4,  m1
p4m1_c5.out,  p4m1,500,5,uneven,0.405,realistic ,0.842,  p4,  m1
p4m1_c2.out,  p4m1,500,2,uneven,0.9,realistic ,0.76,  p4,  m1
p4m1_c3.out,  p4m1,500,3,uneven,0.9,realistic ,0.798,  p4,  m1
p4m1_c4.out,  p4m1,500,4,uneven,0.9,realistic ,0.799,  p4,  m1
p4m1_c5.out,  p4m1,500,5,uneven,0.9,realistic ,0.872,  p4,  m1
p4m1_c2.out,  p4m1,500,2,uneven,1.5,realistic ,0.757,  p4,  m1
p4m1_c3.out,  p4m1,500,3,uneven,1.5,realistic ,0.792,  p4,  m1
p4m1_c4.out,  p4m1,500,4,uneven,1.5,realistic ,0.78,  p4,  m1
p4m1_c5.out,  p4m1,500,5,uneven,1.5,realistic ,0.85,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,uneven,0.405,realistic ,0.817,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,uneven,0.405,realistic ,0.777,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,uneven,0.405,realistic ,0.765,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,uneven,0.405,realistic ,0.743,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,uneven,0.9,realistic ,0.813,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,uneven,0.9,realistic ,0.788,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,uneven,0.9,realistic ,0.747,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,uneven,0.9,realistic ,0.737,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,uneven,1.5,realistic ,0.807,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,uneven,1.5,realistic ,0.774,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,uneven,1.5,realistic ,0.729,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,uneven,1.5,realistic ,0.759,  p4,  m1
p4m2_c2.out,  p4m2,1000,2,even,0.405,realistic ,0.881,  p4,  m2
p4m2_c3.out,  p4m2,1000,3,even,0.405,realistic ,0.804,  p4,  m2
p4m2_c4.out,  p4m2,1000,4,even,0.405,realistic ,0.773,  p4,  m2
p4m2_c5.out,  p4m2,1000,5,even,0.405,realistic ,0.778,  p4,  m2
p4m2_c2.out,  p4m2,1000,2,even,0.9,realistic ,0.868,  p4,  m2
p4m2_c3.out,  p4m2,1000,3,even,0.9,realistic ,0.756,  p4,  m2
p4m2_c4.out,  p4m2,1000,4,even,0.9,realistic ,0.758,  p4,  m2
p4m2_c5.out,  p4m2,1000,5,even,0.9,realistic ,0.759,  p4,  m2
p4m2_c2.out,  p4m2,1000,2,even,1.5,realistic ,0.856,  p4,  m2
p4m2_c3.out,  p4m2,1000,3,even,1.5,realistic ,0.793,  p4,  m2
p4m2_c4.out,  p4m2,1000,4,even,1.5,realistic ,0.771,  p4,  m2
p4m2_c5.out,  p4m2,1000,5,even,1.5,realistic ,0.774,  p4,  m2
p4m2_c2.out,  p4m2,200,2,even,0.405,realistic ,0.931,  p4,  m2
p4m2_c3.out,  p4m2,200,3,even,0.405,realistic ,0.925,  p4,  m2
p4m2_c4.out,  p4m2,200,4,even,0.405,realistic ,0.939,  p4,  m2
p4m2_c5.out,  p4m2,200,5,even,0.405,realistic ,0.952,  p4,  m2
p4m2_c2.out,  p4m2,200,2,even,0.9,realistic ,0.906,  p4,  m2
p4m2_c3.out,  p4m2,200,3,even,0.9,realistic ,0.916,  p4,  m2
p4m2_c4.out,  p4m2,200,4,even,0.9,realistic ,0.937,  p4,  m2
p4m2_c5.out,  p4m2,200,5,even,0.9,realistic ,0.975,  p4,  m2
p4m2_c2.out,  p4m2,200,2,even,1.5,realistic ,0.842,  p4,  m2
p4m2_c3.out,  p4m2,200,3,even,1.5,realistic ,0.891,  p4,  m2
p4m2_c4.out,  p4m2,200,4,even,1.5,realistic ,0.904,  p4,  m2
p4m2_c5.out,  p4m2,200,5,even,1.5,realistic ,0.947,  p4,  m2
p4m2_c2.out,  p4m2,500,2,even,0.405,realistic ,0.868,  p4,  m2
p4m2_c3.out,  p4m2,500,3,even,0.405,realistic ,0.836,  p4,  m2
p4m2_c4.out,  p4m2,500,4,even,0.405,realistic ,0.801,  p4,  m2
p4m2_c5.out,  p4m2,500,5,even,0.405,realistic ,0.837,  p4,  m2
p4m2_c2.out,  p4m2,500,2,even,0.9,realistic ,0.873,  p4,  m2
p4m2_c3.out,  p4m2,500,3,even,0.9,realistic ,0.826,  p4,  m2
p4m2_c4.out,  p4m2,500,4,even,0.9,realistic ,0.853,  p4,  m2
p4m2_c5.out,  p4m2,500,5,even,0.9,realistic ,0.817,  p4,  m2
p4m2_c2.out,  p4m2,500,2,even,1.5,realistic ,0.856,  p4,  m2
p4m2_c3.out,  p4m2,500,3,even,1.5,realistic ,0.842,  p4,  m2
p4m2_c4.out,  p4m2,500,4,even,1.5,realistic ,0.846,  p4,  m2
p4m2_c5.out,  p4m2,500,5,even,1.5,realistic ,0.848,  p4,  m2
p4m2_c2.out,  p4m2,5000,2,even,0.405,realistic ,0.851,  p4,  m2
p4m2_c3.out,  p4m2,5000,3,even,0.405,realistic ,0.791,  p4,  m2
p4m2_c4.out,  p4m2,5000,4,even,0.405,realistic ,0.798,  p4,  m2
p4m2_c5.out,  p4m2,5000,5,even,0.405,realistic ,0.752,  p4,  m2
p4m2_c2.out,  p4m2,5000,2,even,0.9,realistic ,0.834,  p4,  m2
p4m2_c3.out,  p4m2,5000,3,even,0.9,realistic ,0.755,  p4,  m2
p4m2_c4.out,  p4m2,5000,4,even,0.9,realistic ,0.762,  p4,  m2
p4m2_c5.out,  p4m2,5000,5,even,0.9,realistic ,0.733,  p4,  m2
p4m2_c2.out,  p4m2,5000,2,even,1.5,realistic ,0.819,  p4,  m2
p4m2_c3.out,  p4m2,5000,3,even,1.5,realistic ,0.8,  p4,  m2
p4m2_c4.out,  p4m2,5000,4,even,1.5,realistic ,0.775,  p4,  m2
p4m2_c5.out,  p4m2,5000,5,even,1.5,realistic ,0.763,  p4,  m2
p4m2_c2.out,  p4m2,1000,2,uneven,0.405,realistic ,0.841,  p4,  m2
p4m2_c3.out,  p4m2,1000,3,uneven,0.405,realistic ,0.784,  p4,  m2
p4m2_c4.out,  p4m2,1000,4,uneven,0.405,realistic ,0.784,  p4,  m2
p4m2_c5.out,  p4m2,1000,5,uneven,0.405,realistic ,0.799,  p4,  m2
p4m2_c2.out,  p4m2,1000,2,uneven,0.9,realistic ,0.828,  p4,  m2
p4m2_c3.out,  p4m2,1000,3,uneven,0.9,realistic ,0.78,  p4,  m2
p4m2_c4.out,  p4m2,1000,4,uneven,0.9,realistic ,0.77,  p4,  m2
p4m2_c5.out,  p4m2,1000,5,uneven,0.9,realistic ,0.738,  p4,  m2
p4m2_c2.out,  p4m2,1000,2,uneven,1.5,realistic ,0.823,  p4,  m2
p4m2_c3.out,  p4m2,1000,3,uneven,1.5,realistic ,0.784,  p4,  m2
p4m2_c4.out,  p4m2,1000,4,uneven,1.5,realistic ,0.779,  p4,  m2
p4m2_c5.out,  p4m2,1000,5,uneven,1.5,realistic ,0.756,  p4,  m2
p4m2_c2.out,  p4m2,200,2,uneven,0.405,realistic ,0.935,  p4,  m2
p4m2_c3.out,  p4m2,200,3,uneven,0.405,realistic ,0.797,  p4,  m2
p4m2_c4.out,  p4m2,200,4,uneven,0.405,realistic ,0.921,  p4,  m2
p4m2_c5.out,  p4m2,200,5,uneven,0.405,realistic ,0.889,  p4,  m2
p4m2_c2.out,  p4m2,200,2,uneven,0.9,realistic ,0.905,  p4,  m2
p4m2_c3.out,  p4m2,200,3,uneven,0.9,realistic ,0.922,  p4,  m2
p4m2_c4.out,  p4m2,200,4,uneven,0.9,realistic ,0.897,  p4,  m2
p4m2_c5.out,  p4m2,200,5,uneven,0.9,realistic ,0.907,  p4,  m2
p4m2_c2.out,  p4m2,200,2,uneven,1.5,realistic ,0.904,  p4,  m2
p4m2_c3.out,  p4m2,200,3,uneven,1.5,realistic ,0.861,  p4,  m2
p4m2_c4.out,  p4m2,200,4,uneven,1.5,realistic ,0.888,  p4,  m2
p4m2_c5.out,  p4m2,200,5,uneven,1.5,realistic ,0.918,  p4,  m2
p4m2_c2.out,  p4m2,500,2,uneven,0.405,realistic ,0.801,  p4,  m2
p4m2_c3.out,  p4m2,500,3,uneven,0.405,realistic ,0.773,  p4,  m2
p4m2_c4.out,  p4m2,500,4,uneven,0.405,realistic ,0.81,  p4,  m2
p4m2_c5.out,  p4m2,500,5,uneven,0.405,realistic ,0.848,  p4,  m2
p4m2_c2.out,  p4m2,500,2,uneven,0.9,realistic ,0.843,  p4,  m2
p4m2_c3.out,  p4m2,500,3,uneven,0.9,realistic ,0.779,  p4,  m2
p4m2_c4.out,  p4m2,500,4,uneven,0.9,realistic ,0.789,  p4,  m2
p4m2_c5.out,  p4m2,500,5,uneven,0.9,realistic ,0.8,  p4,  m2
p4m2_c2.out,  p4m2,500,2,uneven,1.5,realistic ,0.864,  p4,  m2
p4m2_c3.out,  p4m2,500,3,uneven,1.5,realistic ,0.793,  p4,  m2
p4m2_c4.out,  p4m2,500,4,uneven,1.5,realistic ,0.81,  p4,  m2
p4m2_c5.out,  p4m2,500,5,uneven,1.5,realistic ,0.804,  p4,  m2
p4m2_c2.out,  p4m2,5000,2,uneven,0.405,realistic ,0.835,  p4,  m2
p4m2_c3.out,  p4m2,5000,3,uneven,0.405,realistic ,0.757,  p4,  m2
p4m2_c4.out,  p4m2,5000,4,uneven,0.405,realistic ,0.798,  p4,  m2
p4m2_c5.out,  p4m2,5000,5,uneven,0.405,realistic ,0.79,  p4,  m2
p4m2_c2.out,  p4m2,5000,2,uneven,0.9,realistic ,0.83,  p4,  m2
p4m2_c3.out,  p4m2,5000,3,uneven,0.9,realistic ,0.754,  p4,  m2
p4m2_c4.out,  p4m2,5000,4,uneven,0.9,realistic ,0.758,  p4,  m2
p4m2_c5.out,  p4m2,5000,5,uneven,0.9,realistic ,0.72,  p4,  m2
p4m2_c2.out,  p4m2,5000,2,uneven,1.5,realistic ,0.822,  p4,  m2
p4m2_c3.out,  p4m2,5000,3,uneven,1.5,realistic ,0.791,  p4,  m2
p4m2_c4.out,  p4m2,5000,4,uneven,1.5,realistic ,0.761,  p4,  m2
p4m2_c5.out,  p4m2,5000,5,uneven,1.5,realistic ,0.756,  p4,  m2
p4m3_c2.out,  p4m3,1000,2,even,0.405,realistic ,0.887,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,even,0.405,realistic ,0.881,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,even,0.405,realistic ,0.792,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,even,0.405,realistic ,0.804,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,even,0.9,realistic ,0.885,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,even,0.9,realistic ,0.778,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,even,0.9,realistic ,0.781,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,even,0.9,realistic ,0.815,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,even,1.5,realistic ,0.882,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,even,1.5,realistic ,0.779,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,even,1.5,realistic ,0.768,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,even,1.5,realistic ,0.782,  p4,  m3
p4m3_c2.out,  p4m3,200,2,even,0.405,realistic ,0.936,  p4,  m3
p4m3_c3.out,  p4m3,200,3,even,0.405,realistic ,0.929,  p4,  m3
p4m3_c4.out,  p4m3,200,4,even,0.405,realistic ,0.945,  p4,  m3
p4m3_c5.out,  p4m3,200,5,even,0.405,realistic ,NA,  p4,  m3
p4m3_c2.out,  p4m3,200,2,even,0.9,realistic ,0.941,  p4,  m3
p4m3_c3.out,  p4m3,200,3,even,0.9,realistic ,0.931,  p4,  m3
p4m3_c4.out,  p4m3,200,4,even,0.9,realistic ,0.943,  p4,  m3
p4m3_c5.out,  p4m3,200,5,even,0.9,realistic ,0.935,  p4,  m3
p4m3_c2.out,  p4m3,200,2,even,1.5,realistic ,0.938,  p4,  m3
p4m3_c3.out,  p4m3,200,3,even,1.5,realistic ,0.916,  p4,  m3
p4m3_c4.out,  p4m3,200,4,even,1.5,realistic ,0.92,  p4,  m3
p4m3_c5.out,  p4m3,200,5,even,1.5,realistic ,0.862,  p4,  m3
p4m3_c2.out,  p4m3,500,2,even,0.405,realistic ,0.87,  p4,  m3
p4m3_c3.out,  p4m3,500,3,even,0.405,realistic ,0.84,  p4,  m3
p4m3_c4.out,  p4m3,500,4,even,0.405,realistic ,0.798,  p4,  m3
p4m3_c5.out,  p4m3,500,5,even,0.405,realistic ,0.835,  p4,  m3
p4m3_c2.out,  p4m3,500,2,even,0.9,realistic ,0.875,  p4,  m3
p4m3_c3.out,  p4m3,500,3,even,0.9,realistic ,0.838,  p4,  m3
p4m3_c4.out,  p4m3,500,4,even,0.9,realistic ,0.799,  p4,  m3
p4m3_c5.out,  p4m3,500,5,even,0.9,realistic ,0.842,  p4,  m3
p4m3_c2.out,  p4m3,500,2,even,1.5,realistic ,0.867,  p4,  m3
p4m3_c3.out,  p4m3,500,3,even,1.5,realistic ,0.832,  p4,  m3
p4m3_c4.out,  p4m3,500,4,even,1.5,realistic ,0.809,  p4,  m3
p4m3_c5.out,  p4m3,500,5,even,1.5,realistic ,0.845,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,even,0.405,realistic ,0.852,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,even,0.405,realistic ,0.796,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,even,0.405,realistic ,0.817,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,even,0.405,realistic ,0.843,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,even,0.9,realistic ,0.841,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,even,0.9,realistic ,0.79,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,even,0.9,realistic ,0.817,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,even,0.9,realistic ,0.842,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,even,1.5,realistic ,0.833,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,even,1.5,realistic ,0.785,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,even,1.5,realistic ,0.816,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,even,1.5,realistic ,0.815,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,uneven,0.405,realistic ,0.854,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,uneven,0.405,realistic ,0.791,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,uneven,0.405,realistic ,0.788,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,uneven,0.405,realistic ,0.82,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,uneven,0.9,realistic ,0.84,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,uneven,0.9,realistic ,0.793,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,uneven,0.9,realistic ,0.788,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,uneven,0.9,realistic ,0.82,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,uneven,1.5,realistic ,0.851,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,uneven,1.5,realistic ,0.792,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,uneven,1.5,realistic ,0.781,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,uneven,1.5,realistic ,0.722,  p4,  m3
p4m3_c2.out,  p4m3,200,2,uneven,0.405,realistic ,0.934,  p4,  m3
p4m3_c3.out,  p4m3,200,3,uneven,0.405,realistic ,0.811,  p4,  m3
p4m3_c4.out,  p4m3,200,4,uneven,0.405,realistic ,0.921,  p4,  m3
p4m3_c5.out,  p4m3,200,5,uneven,0.405,realistic ,0.947,  p4,  m3
p4m3_c2.out,  p4m3,200,2,uneven,0.9,realistic ,0.9,  p4,  m3
p4m3_c3.out,  p4m3,200,3,uneven,0.9,realistic ,0.802,  p4,  m3
p4m3_c4.out,  p4m3,200,4,uneven,0.9,realistic ,0.922,  p4,  m3
p4m3_c5.out,  p4m3,200,5,uneven,0.9,realistic ,0.979,  p4,  m3
p4m3_c2.out,  p4m3,200,2,uneven,1.5,realistic ,0.904,  p4,  m3
p4m3_c3.out,  p4m3,200,3,uneven,1.5,realistic ,0.8,  p4,  m3
p4m3_c4.out,  p4m3,200,4,uneven,1.5,realistic ,0.901,  p4,  m3
p4m3_c5.out,  p4m3,200,5,uneven,1.5,realistic ,0.971,  p4,  m3
p4m3_c2.out,  p4m3,500,2,uneven,0.405,realistic ,0.795,  p4,  m3
p4m3_c3.out,  p4m3,500,3,uneven,0.405,realistic ,0.778,  p4,  m3
p4m3_c4.out,  p4m3,500,4,uneven,0.405,realistic ,0.822,  p4,  m3
p4m3_c5.out,  p4m3,500,5,uneven,0.405,realistic ,0.857,  p4,  m3
p4m3_c2.out,  p4m3,500,2,uneven,0.9,realistic ,0.799,  p4,  m3
p4m3_c3.out,  p4m3,500,3,uneven,0.9,realistic ,0.78,  p4,  m3
p4m3_c4.out,  p4m3,500,4,uneven,0.9,realistic ,0.827,  p4,  m3
p4m3_c5.out,  p4m3,500,5,uneven,0.9,realistic ,0.86,  p4,  m3
p4m3_c2.out,  p4m3,500,2,uneven,1.5,realistic ,0.818,  p4,  m3
p4m3_c3.out,  p4m3,500,3,uneven,1.5,realistic ,0.779,  p4,  m3
p4m3_c4.out,  p4m3,500,4,uneven,1.5,realistic ,0.833,  p4,  m3
p4m3_c5.out,  p4m3,500,5,uneven,1.5,realistic ,0.838,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,uneven,0.405,realistic ,0.831,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,uneven,0.405,realistic ,0.767,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,uneven,0.405,realistic ,0.819,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,uneven,0.405,realistic ,0.777,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,uneven,0.9,realistic ,0.825,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,uneven,0.9,realistic ,0.767,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,uneven,0.9,realistic ,0.827,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,uneven,0.9,realistic ,0.818,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,uneven,1.5,realistic ,0.82,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,uneven,1.5,realistic ,0.765,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,uneven,1.5,realistic ,0.825,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,uneven,1.5,realistic ,0.834,  p4,  m3
