Fit_Index,sim_model,k_split,separation,N,de,model,Class_2,Class_3,Class_4,Class_5,Total,p,m
AWE,p4m3,uneven,realistic,1000,0.405,simple,0,60,40,0,332,p4,m3
AWE,p4m3,uneven,realistic,5000,1.5,simple,0,0,100,0,417,p4,m3
AWE,p4m3,uneven,realistic,5000,0.9,simple,0,0,100,0,416,p4,m3
AWE,p4m3,uneven,realistic,5000,0.405,simple,0,0,100,0,409,p4,m3
BIC,p4m3,even,realistic,200,1.5,simple,39,46,14,0,200,p4,m3
BIC,p4m3,even,realistic,200,0.9,simple,37,45,18,0,184,p4,m3
BIC,p4m3,even,realistic,200,0.405,simple,41,41,17,1,138,p4,m3
BIC,p4m3,even,realistic,500,1.5,simple,0,1,99,0,269,p4,m3
BIC,p4m3,even,realistic,500,0.9,simple,0,1,99,0,255,p4,m3
BIC,p4m3,even,realistic,500,0.405,simple,0,1,99,0,259,p4,m3
BIC,p4m3,even,realistic,1000,1.5,simple,0,0,100,0,322,p4,m3
BIC,p4m3,even,realistic,1000,0.9,simple,0,0,100,0,315,p4,m3
BIC,p4m3,even,realistic,1000,0.405,simple,0,0,100,0,313,p4,m3
BIC,p4m3,even,realistic,5000,1.5,simple,0,0,100,0,405,p4,m3
BIC,p4m3,even,realistic,5000,0.9,simple,0,0,100,0,380,p4,m3
BIC,p4m3,even,realistic,5000,0.405,simple,0,0,100,0,387,p4,m3
BIC,p4m3,uneven,realistic,200,1.5,simple,25,63,12,0,181,p4,m3
BIC,p4m3,uneven,realistic,200,0.9,simple,26,63,11,0,191,p4,m3
BIC,p4m3,uneven,realistic,200,0.405,simple,21,65,14,0,183,p4,m3
BIC,p4m3,uneven,realistic,500,1.5,simple,0,11,89,0,273,p4,m3
BIC,p4m3,uneven,realistic,500,0.9,simple,0,10,90,0,286,p4,m3
BIC,p4m3,uneven,realistic,500,0.405,simple,0,7,93,0,257,p4,m3
BIC,p4m3,uneven,realistic,1000,1.5,simple,0,0,100,0,334,p4,m3
BIC,p4m3,uneven,realistic,1000,0.9,simple,0,0,100,0,319,p4,m3
BIC,p4m3,uneven,realistic,1000,0.405,simple,0,0,100,0,332,p4,m3
BIC,p4m3,uneven,realistic,5000,1.5,simple,0,0,100,0,417,p4,m3
BIC,p4m3,uneven,realistic,5000,0.9,simple,0,0,100,0,416,p4,m3
BIC,p4m3,uneven,realistic,5000,0.405,simple,0,0,100,0,409,p4,m3
CAIC,p4m3,even,realistic,200,1.5,simple,73,24,2,0,200,p4,m3
CAIC,p4m3,even,realistic,200,0.9,simple,68,29,3,0,184,p4,m3
CAIC,p4m3,even,realistic,200,0.405,simple,67,26,7,0,138,p4,m3
CAIC,p4m3,even,realistic,500,1.5,simple,0,4,96,0,269,p4,m3
CAIC,p4m3,even,realistic,500,0.9,simple,0,4,96,0,255,p4,m3
CAIC,p4m3,even,realistic,500,0.405,simple,0,3,97,0,259,p4,m3
CAIC,p4m3,even,realistic,1000,1.5,simple,0,0,100,0,322,p4,m3
CAIC,p4m3,even,realistic,1000,0.9,simple,0,0,100,0,315,p4,m3
CAIC,p4m3,even,realistic,1000,0.405,simple,0,0,100,0,313,p4,m3
CAIC,p4m3,even,realistic,5000,1.5,simple,0,0,100,0,405,p4,m3
CAIC,p4m3,even,realistic,5000,0.9,simple,0,0,100,0,380,p4,m3
CAIC,p4m3,even,realistic,5000,0.405,simple,0,0,100,0,387,p4,m3
CAIC,p4m3,uneven,realistic,200,1.5,simple,55,44,2,0,181,p4,m3
CAIC,p4m3,uneven,realistic,200,0.9,simple,55,44,1,0,191,p4,m3
CAIC,p4m3,uneven,realistic,200,0.405,simple,54,44,2,0,183,p4,m3
CAIC,p4m3,uneven,realistic,500,1.5,simple,0,27,73,0,273,p4,m3
CAIC,p4m3,uneven,realistic,500,0.9,simple,0,28,72,0,286,p4,m3
CAIC,p4m3,uneven,realistic,500,0.405,simple,0,22,78,0,257,p4,m3
CAIC,p4m3,uneven,realistic,1000,1.5,simple,0,0,100,0,334,p4,m3
CAIC,p4m3,uneven,realistic,1000,0.9,simple,0,0,100,0,319,p4,m3
CAIC,p4m3,uneven,realistic,1000,0.405,simple,0,0,100,0,332,p4,m3
CAIC,p4m3,uneven,realistic,5000,1.5,simple,0,0,100,0,417,p4,m3
CAIC,p4m3,uneven,realistic,5000,0.9,simple,0,0,100,0,416,p4,m3
CAIC,p4m3,uneven,realistic,5000,0.405,simple,0,0,100,0,409,p4,m3
VLMR,p4m3,even,realistic,200,1.5,simple,28,42,26,4,200,p4,m3
VLMR,p4m3,even,realistic,200,0.9,simple,22,40,29,8,184,p4,m3
VLMR,p4m3,even,realistic,200,0.405,simple,29,33,20,19,138,p4,m3
VLMR,p4m3,even,realistic,500,1.5,simple,9,3,63,25,269,p4,m3
VLMR,p4m3,even,realistic,500,0.9,simple,7,2,70,21,255,p4,m3
VLMR,p4m3,even,realistic,500,0.405,simple,8,2,68,23,259,p4,m3
VLMR,p4m3,even,realistic,1000,1.5,simple,2,0,76,21,322,p4,m3
VLMR,p4m3,even,realistic,1000,0.9,simple,4,0,76,20,315,p4,m3
VLMR,p4m3,even,realistic,1000,0.405,simple,1,0,76,23,313,p4,m3
VLMR,p4m3,even,realistic,5000,1.5,simple,0,0,79,21,405,p4,m3
VLMR,p4m3,even,realistic,5000,0.9,simple,0,0,77,23,380,p4,m3
VLMR,p4m3,even,realistic,5000,0.405,simple,0,0,80,20,387,p4,m3
VLMR,p4m3,uneven,realistic,200,1.5,simple,23,40,27,10,181,p4,m3
VLMR,p4m3,uneven,realistic,200,0.9,simple,24,45,23,9,191,p4,m3
VLMR,p4m3,uneven,realistic,200,0.405,simple,25,44,22,10,183,p4,m3
VLMR,p4m3,uneven,realistic,500,1.5,simple,4,7,67,21,273,p4,m3
VLMR,p4m3,uneven,realistic,500,0.9,simple,3,6,66,24,286,p4,m3
VLMR,p4m3,uneven,realistic,500,0.405,simple,5,5,68,22,257,p4,m3
VLMR,p4m3,uneven,realistic,1000,1.5,simple,1,0,75,25,334,p4,m3
VLMR,p4m3,uneven,realistic,1000,0.9,simple,1,0,79,20,319,p4,m3
VLMR,p4m3,uneven,realistic,1000,0.405,simple,1,0,77,23,332,p4,m3
VLMR,p4m3,uneven,realistic,5000,1.5,simple,0,0,85,15,417,p4,m3
VLMR,p4m3,uneven,realistic,5000,0.9,simple,0,0,79,21,416,p4,m3
VLMR,p4m3,uneven,realistic,5000,0.405,simple,0,0,85,15,409,p4,m3
aBIC,p4m3,even,realistic,200,1.5,simple,0,0,29,71,200,p4,m3
aBIC,p4m3,even,realistic,200,0.9,simple,0,0,32,68,184,p4,m3
aBIC,p4m3,even,realistic,200,0.405,simple,0,1,26,73,138,p4,m3
aBIC,p4m3,even,realistic,500,1.5,simple,0,0,93,7,269,p4,m3
aBIC,p4m3,even,realistic,500,0.9,simple,0,0,90,10,255,p4,m3
aBIC,p4m3,even,realistic,500,0.405,simple,0,0,92,8,259,p4,m3
aBIC,p4m3,even,realistic,1000,1.5,simple,0,0,100,0,322,p4,m3
aBIC,p4m3,even,realistic,1000,0.9,simple,0,0,99,1,315,p4,m3
aBIC,p4m3,even,realistic,1000,0.405,simple,0,0,99,1,313,p4,m3
aBIC,p4m3,even,realistic,5000,1.5,simple,0,0,100,0,405,p4,m3
aBIC,p4m3,even,realistic,5000,0.9,simple,0,0,100,0,380,p4,m3
aBIC,p4m3,even,realistic,5000,0.405,simple,0,0,100,0,387,p4,m3
aBIC,p4m3,uneven,realistic,200,1.5,simple,0,0,31,69,181,p4,m3
aBIC,p4m3,uneven,realistic,200,0.9,simple,0,0,27,73,191,p4,m3
aBIC,p4m3,uneven,realistic,200,0.405,simple,0,1,25,74,183,p4,m3
aBIC,p4m3,uneven,realistic,500,1.5,simple,0,0,94,6,273,p4,m3
aBIC,p4m3,uneven,realistic,500,0.9,simple,0,0,91,9,286,p4,m3
aBIC,p4m3,uneven,realistic,500,0.405,simple,0,0,96,4,257,p4,m3
aBIC,p4m3,uneven,realistic,1000,1.5,simple,0,0,100,0,334,p4,m3
aBIC,p4m3,uneven,realistic,1000,0.9,simple,0,0,100,0,319,p4,m3
aBIC,p4m3,uneven,realistic,1000,0.405,simple,0,0,100,0,332,p4,m3
aBIC,p4m3,uneven,realistic,5000,1.5,simple,0,0,100,0,417,p4,m3
aBIC,p4m3,uneven,realistic,5000,0.9,simple,0,0,100,0,416,p4,m3
aBIC,p4m3,uneven,realistic,5000,0.405,simple,0,0,100,0,409,p4,m3
cmPk,p4m3,even,realistic,200,1.5,simple,39,46,14,0,200,p4,m3
cmPk,p4m3,even,realistic,200,0.9,simple,37,45,18,0,184,p4,m3
cmPk,p4m3,even,realistic,200,0.405,simple,41,41,17,1,138,p4,m3
cmPk,p4m3,even,realistic,500,1.5,simple,0,1,99,0,269,p4,m3
cmPk,p4m3,even,realistic,500,0.9,simple,0,1,99,0,255,p4,m3
cmPk,p4m3,even,realistic,500,0.405,simple,0,1,99,0,259,p4,m3
cmPk,p4m3,even,realistic,1000,1.5,simple,0,0,100,0,322,p4,m3
cmPk,p4m3,even,realistic,1000,0.9,simple,0,0,100,0,315,p4,m3
cmPk,p4m3,even,realistic,1000,0.405,simple,0,0,100,0,313,p4,m3
cmPk,p4m3,even,realistic,5000,1.5,simple,0,0,100,0,405,p4,m3
cmPk,p4m3,even,realistic,5000,0.9,simple,0,0,100,0,380,p4,m3
cmPk,p4m3,even,realistic,5000,0.405,simple,0,0,100,0,387,p4,m3
cmPk,p4m3,uneven,realistic,200,1.5,simple,25,63,12,0,181,p4,m3
cmPk,p4m3,uneven,realistic,200,0.9,simple,26,63,11,0,191,p4,m3
cmPk,p4m3,uneven,realistic,200,0.405,simple,21,65,14,0,183,p4,m3
cmPk,p4m3,uneven,realistic,500,1.5,simple,0,11,89,0,273,p4,m3
cmPk,p4m3,uneven,realistic,500,0.9,simple,0,10,90,0,286,p4,m3
cmPk,p4m3,uneven,realistic,500,0.405,simple,0,7,93,0,257,p4,m3
cmPk,p4m3,uneven,realistic,1000,1.5,simple,0,0,100,0,334,p4,m3
cmPk,p4m3,uneven,realistic,1000,0.9,simple,0,0,100,0,319,p4,m3
cmPk,p4m3,uneven,realistic,1000,0.405,simple,0,0,100,0,332,p4,m3
cmPk,p4m3,uneven,realistic,5000,1.5,simple,0,0,100,0,417,p4,m3
cmPk,p4m3,uneven,realistic,5000,0.9,simple,0,0,100,0,416,p4,m3
cmPk,p4m3,uneven,realistic,5000,0.405,simple,0,0,100,0,409,p4,m3
